# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=0
# for k=1.10732e-05 to 20.1095 h/Mpc,
# number of wavenumbers equal to 847
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ncdm[0]              6:d_ddec[0]              7:d_tot                  8:phi                    9:psi                
       9.811140221810e-03       7.809396157373e-02      -6.308099188742e+02      -6.311950627350e+02      -3.130586644524e-01       1.211060773371e+00      -6.309591343528e+02       3.943091734663e-01       3.943092020377e-01 
       9.946582506424e-03       7.782680904915e-02      -6.461205611285e+02      -6.465244765157e+02      -3.029513094257e-01       2.716740419618e+00      -6.462812913580e+02       3.929600581543e-01       3.929600669612e-01 
       1.008207489267e-02       7.756018938594e-02      -6.615609769021e+02      -6.619843371196e+02      -3.204295520471e-01       3.470561386561e+00      -6.617337693364e+02       3.916138604425e-01       3.916138476454e-01 
       1.021761617020e-02       7.729413416469e-02      -6.771291845599e+02      -6.775726775172e+02      -3.412619510902e-01       3.806561076612e+00      -6.773145908508e+02       3.902706117464e-01       3.902706038170e-01 
       1.035320520864e-02       7.702865041413e-02      -6.928232881369e+02      -6.932876148197e+02      -3.373017759396e-01       3.313322784030e+00      -6.930218773835e+02       3.889303884570e-01       3.889304071697e-01 
       1.048884095310e-02       7.676369382922e-02      -7.086411385165e+02      -7.091270247535e+02      -3.133804375482e-01       1.236025622049e+00      -7.088535167573e+02       3.875931258163e-01       3.875931607403e-01 
       1.062452241992e-02       7.649930505240e-02      -7.245809012352e+02      -7.250890768372e+02      -3.003044822955e-01      -1.996199945807e+00      -7.248076722992e+02       3.862589070924e-01       3.862589288436e-01 
       1.076024869283e-02       7.623557201317e-02      -7.406406074945e+02      -7.411718218856e+02      -3.139930462937e-01      -4.304275921562e+00      -7.408823520463e+02       3.849277197425e-01       3.849277167285e-01 
       1.089601891934e-02       7.597255717478e-02      -7.568181608674e+02      -7.573731781306e+02      -3.349241389117e-01      -3.656567130913e+00      -7.570754303491e+02       3.835994764929e-01       3.835994692875e-01 
       1.103183230741e-02       7.571026808460e-02      -7.731119288258e+02      -7.736915132911e+02      -3.344144395952e-01      -2.909815757797e-01      -7.733852777607e+02       3.822743365001e-01       3.822743530598e-01 
       1.116768812232e-02       7.544856775062e-02      -7.895197359471e+02      -7.901246794251e+02      -3.124250974753e-01       3.123990377485e+00      -7.898097958187e+02       3.809522123469e-01       3.809522549780e-01 
       1.130358568390e-02       7.518736598251e-02      -8.060398024239e+02      -8.066708988053e+02      -2.970938622573e-01       3.830431268013e+00      -8.063472642790e+02       3.796331991060e-01       3.796332419221e-01 
       1.143952436377e-02       7.492666531102e-02      -8.226702270607e+02      -8.233282864672e+02      -3.072754068891e-01       1.492770326857e+00      -8.229958043461e+02       3.783173053113e-01       3.783173229323e-01 
       1.157550358295e-02       7.466655249146e-02      -8.394090075879e+02      -8.400948607251e+02      -3.279289324547e-01      -1.644625281114e+00      -8.397533856015e+02       3.770044639098e-01       3.770044570279e-01 
       1.171152280952e-02       7.440713629697e-02      -8.562544136505e+02      -8.569688974307e+02      -3.304803953421e-01      -2.961107122059e+00      -8.566182287708e+02       3.756947166824e-01       3.756947077809e-01 
       1.184758155654e-02       7.414841225359e-02      -8.732043375006e+02      -8.739483201397e+02      -3.106450901253e-01      -1.716351436026e+00      -8.735882378882e+02       3.743879594808e-01       3.743879679614e-01 
       1.198367938004e-02       7.389036235564e-02      -8.902574691808e+02      -8.910318047956e+02      -2.936731777012e-01       6.700226868590e-01      -8.906621218831e+02       3.730844298565e-01       3.730844555143e-01 
       1.211981587721e-02       7.363287737615e-02      -9.074114961979e+02      -9.082170796340e+02      -3.006122277302e-01       2.167450972152e+00      -9.078376453794e+02       3.717839534101e-01       3.717839820640e-01 
       1.225599068467e-02       7.337593397178e-02      -9.246645775490e+02      -9.255023241638e+02      -3.206422948473e-01       1.811035189337e+00      -9.251130035094e+02       3.704865387505e-01       3.704865580280e-01 
       1.239220347693e-02       7.311957755628e-02      -9.420151119414e+02      -9.428859343464e+02      -3.258388781571e-01       1.837691107887e-01      -9.424865792152e+02       3.691922619937e-01       3.691922694973e-01 
