# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=0
# for k=9.60881e-06 to 21.9587 h/Mpc,
# number of wavenumbers equal to 853
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ncdm[0]              6:d_ddec[0]              7:d_tot                  8:phi                    9:psi                
       3.687615466840e-03       1.645909508429e-01      -1.325482219582e+02      -1.325744920295e+02       1.780265225452e-01       1.783616291731e-01      -1.325282053973e+02       4.115037184215e-01       4.115039355701e-01 
       3.798003145249e-03       1.746211410891e-01      -1.401255537091e+02      -1.401542119825e+02       1.866533623333e-01       1.870501984100e-01      -1.401051382867e+02       4.101096521202e-01       4.101098554067e-01 
       3.908823866730e-03       1.559342996098e-01      -1.479147532393e+02      -1.479459840647e+02       1.668170371427e-01       1.671389051100e-01      -1.478940358194e+02       4.087096631777e-01       4.087098070535e-01 
       4.020046726690e-03       1.395419336383e-01      -1.559133749225e+02      -1.559473691888e+02       1.490843665412e-01       1.492866031171e-01      -1.558924488656e+02       4.073045132991e-01       4.073046128350e-01 
       4.131643520835e-03       1.527028421684e-01      -1.641189634300e+02      -1.641559160436e+02       1.580760235161e-01       1.582450256542e-01      -1.640979179766e+02       4.058949386744e-01       4.058950465049e-01 
       4.243588484725e-03       1.846546493647e-01      -1.725290352653e+02      -1.725691456392e+02       1.837261273739e-01       1.839560250083e-01      -1.725079675483e+02       4.044816225595e-01       4.044817657344e-01 
       4.355858059030e-03       3.627264417898e-01      -1.811411028132e+02      -1.811845746029e+02       1.950469245460e-01       1.953065667083e-01      -1.811200963325e+02       4.030653047192e-01       4.030653687106e-01 
       4.468430678260e-03       3.614490585365e-01      -1.899526651770e+02      -1.899997081834e+02       1.791471893201e-01       1.793161290145e-01      -1.899318684168e+02       4.016464375463e-01       4.016464871913e-01 
       4.581286580801e-03       3.601699306328e-01      -1.989612196375e+02      -1.990120514068e+02       1.576834749144e-01       1.577274690551e-01      -1.989407538034e+02       4.002256236897e-01       4.002256565969e-01 
       4.694407638220e-03       3.588895316511e-01      -2.081642575293e+02      -2.082191063441e+02       1.605813713262e-01       1.606423788629e-01      -2.081442494117e+02       3.988033502136e-01       3.988033803228e-01 
       4.807777201933e-03       3.576082898340e-01      -2.175592815592e+02      -2.176183874148e+02       1.892320649797e-01       1.894878454027e-01      -2.175398683911e+02       3.973800912519e-01       3.973801310263e-01 
       4.921379965466e-03       3.563265253177e-01      -2.271437716311e+02      -2.272073898687e+02       2.143293927200e-01       2.147657959250e-01      -2.271251084985e+02       3.959562479693e-01       3.959562942304e-01 
       5.035201840715e-03       3.550445977737e-01      -2.369152459039e+02      -2.369836474526e+02       2.110320782537e-01       2.114140937036e-01      -2.368975053059e+02       3.945322453551e-01       3.945322848137e-01 
       5.149229846737e-03       3.537628574158e-01      -2.468712217248e+02      -2.469446928664e+02       1.884249542645e-01       1.885405997021e-01      -2.468545885705e+02       3.931084490398e-01       3.931084750271e-01 
       5.263452009761e-03       3.524816420795e-01      -2.570092288682e+02      -2.570880711611e+02       1.775292529834e-01       1.774413090244e-01      -2.569938972998e+02       3.916851927452e-01       3.916852124436e-01 
       5.377857273226e-03       3.512012221255e-01      -2.673267923655e+02      -2.674113224275e+02       1.933198990732e-01       1.933170136352e-01      -2.673129678484e+02       3.902627620850e-01       3.902627868012e-01 
       5.492435416790e-03       3.499218662039e-01      -2.778214873487e+02      -2.779120321923e+02       2.176284504345e-01       2.179070864376e-01      -2.778093874304e+02       3.888414759178e-01       3.888415075847e-01 
       5.607176983354e-03       3.486437651088e-01      -2.884908727283e+02      -2.885877708612e+02       2.231154505473e-01       2.235561035100e-01      -2.884807292707e+02       3.874215894497e-01       3.874216196387e-01 
       5.722073213252e-03       3.473671512735e-01      -2.993325399897e+02      -2.994361389520e+02       2.073307344296e-01       2.076375255016e-01      -2.993245935633e+02       3.860033552672e-01       3.860033765275e-01 
       5.837115984859e-03       3.460922727036e-01      -3.103441173989e+02      -3.104547703689e+02       1.944137353302e-01       1.944577345479e-01      -3.103386106481e+02       3.845870235565e-01       3.845870383062e-01 
       5.952297760926e-03       3.448192771748e-01      -3.215231731106e+02      -3.216412450705e+02       2.035092429849e-01       2.034675922858e-01      -3.215203566605e+02       3.831727388561e-01       3.831727554787e-01 
       6.067611540054e-03       3.435483721771e-01      -3.328673925972e+02      -3.329932542043e+02       2.246842179460e-01       2.248140643596e-01      -3.328675239831e+02       3.817607535387e-01       3.817607757150e-01 
       6.183050812766e-03       3.422796854591e-01      -3.443744112097e+02      -3.445084443126e+02       2.325248129700e-01       2.328565319653e-01      -3.443777617270e+02       3.803512307915e-01       3.803512536343e-01 
       6.298609521706e-03       3.410133512138e-01      -3.560418799335e+02      -3.561844792540e+02       2.191235941929e-01       2.194486681692e-01      -3.560487335705e+02       3.789443199546e-01       3.789443369687e-01 
       6.414282025528e-03       3.397495441623e-01      -3.678675091143e+02      -3.680190813518e+02       2.038987577858e-01       2.040507906697e-01      -3.678781579076e+02       3.775401978738e-01       3.775402092257e-01 
       6.530063066118e-03       3.384883717877e-01      -3.798489646049e+02      -3.800099343516e+02       2.080515138499e-01       2.081113905317e-01      -3.798637133708e+02       3.761389687400e-01       3.761389805875e-01 
       6.645947738794e-03       3.372299452671e-01      -3.919839594824e+02      -3.921547679230e+02       2.269897071278e-01       2.271567372328e-01      -3.920031283610e+02       3.747407611809e-01       3.747407776632e-01 
       6.761931465189e-03       3.359743847032e-01      -4.042702608737e+02      -4.044513636886e+02       2.363057851554e-01       2.366178612661e-01      -4.042941863585e+02       3.733457287137e-01       3.733457470918e-01 
       6.878009968562e-03       3.347217210663e-01      -4.167055385782e+02      -4.168974144337e+02       2.233614777301e-01       2.236412374325e-01      -4.167345790210e+02       3.719539135149e-01       3.719539281991e-01 
       6.994179251274e-03       3.334720974616e-01      -4.292876160907e+02      -4.294907551695e+02       2.036885921818e-01       2.037847527609e-01      -4.293221380183e+02       3.705654632452e-01       3.705654730242e-01 
       7.110435574241e-03       3.322255931644e-01      -4.420142605888e+02      -4.422291691676e+02       2.011195447460e-01       2.011114217954e-01      -4.420546413913e+02       3.691804513961e-01       3.691804606452e-01 
       7.226775438162e-03       3.309822612533e-01      -4.548832460872e+02      -4.551104454341e+02       2.175057379550e-01       2.175868145974e-01      -4.549298762011e+02       3.677989390177e-01       3.677989518368e-01 
       7.343195566339e-03       3.297421618619e-01      -4.678923964739e+02      -4.681324191032e+02       2.310101487378e-01       2.312069580870e-01      -4.679456795754e+02       3.664210087875e-01       3.664210238655e-01 
       7.459692888970e-03       3.285053520473e-01      -4.810395527595e+02      -4.812929410853e+02       2.249456633788e-01       2.250690952867e-01      -4.810999038987e+02       3.650467349724e-01       3.650467475243e-01 
       7.576264528736e-03       3.272719094599e-01      -4.943225943145e+02      -4.945898988172e+02       2.096935747907e-01       2.096146416299e-01      -4.943904345266e+02       3.636761968839e-01       3.636762047713e-01 
       7.692907787600e-03       3.260418685315e-01      -5.077393514320e+02      -5.080211355991e+02       2.093360100859e-01       2.092190063263e-01      -5.078151099629e+02       3.623094203410e-01       3.623094264884e-01 
       7.809620134675e-03       3.248150343220e-01      -5.212876859996e+02      -5.215845259245e+02       2.340494555475e-01      -3.786732677812e+00      -5.213718821719e+02       3.609464720983e-01       3.609464411537e-01 
       7.926399195086e-03       3.235912913725e-01      -5.349655155589e+02      -5.352779981688e+02       2.475093159275e-01      -1.664181523463e+01      -5.350587799380e+02       3.595875359622e-01       3.595873990594e-01 
       8.043242739716e-03       3.223717886901e-01      -5.487707730497e+02      -5.490994980993e+02       1.765339853738e-01      -1.671261109195e+01      -5.488733246191e+02       3.582323463116e-01       3.582322745228e-01 
       8.160148675780e-03       3.211563621961e-01      -5.627013857303e+02      -5.630469675221e+02       6.934158229001e-02      -5.661185800681e+00      -5.628134836705e+02       3.568809528904e-01       3.568810545667e-01 
       8.277115038132e-03       3.199444298795e-01      -5.767552674199e+02      -5.771183396480e+02       1.961962129205e-02       5.336104273768e+00      -5.768773995261e+02       3.555335089381e-01       3.555337148565e-01 
       8.394139981253e-03       3.187356379621e-01      -5.909304205238e+02      -5.913116309250e+02       4.623360667416e-02       7.162897571369e+00      -5.910632666661e+02       3.541901864472e-01       3.541903297083e-01 
       8.511221771859e-03       3.175300712489e-01      -6.052247059739e+02      -6.056247272728e+02       7.558937464082e-02       1.110125872129e+00      -6.053689508937e+02       3.528509406205e-01       3.528509339478e-01 
       8.628358782070e-03       3.163282142247e-01      -6.196362120878e+02      -6.200557277512e+02       4.006091287003e-02      -4.294163931739e+00      -6.197923881985e+02       3.515157527494e-01       3.515156660026e-01 
       8.745549483106e-03       3.151303020650e-01      -6.341629035387e+02      -6.346026152905e+02      -3.853366908316e-02      -3.321537659680e+00      -6.343314422808e+02       3.501845472213e-01       3.501845125961e-01 
       8.862792439445e-03       3.139362201142e-01      -6.488028081693e+02      -6.492634329982e+02      -8.307692841188e-02       1.548381569615e+00      -6.489841945536e+02       3.488573639291e-01       3.488574301422e-01 
       8.980086303427e-03       3.127456563979e-01      -6.635538512635e+02      -6.640361269403e+02      -6.201510868232e-02       3.959735042545e+00      -6.637487114353e+02       3.475342294370e-01       3.475343274334e-01 
       9.097429810247e-03       3.115585798048e-01      -6.784141818017e+02      -6.789188528476e+02      -2.628863259106e-02       1.531831791966e+00      -6.786232018701e+02       3.462152374224e-01       3.462152778520e-01 
       9.214821773323e-03       3.103751425639e-01      -6.933818362847e+02      -6.939096622632e+02      -4.013535685467e-02      -2.072450964053e+00      -6.936056503406e+02       3.449003502677e-01       3.449003257305e-01 
       9.332261079998e-03       3.091955188926e-01      -7.084548787207e+02      -7.090066319710e+02      -9.930404575093e-02      -2.362020382424e+00      -7.086940420696e+02       3.435895203102e-01       3.435894986515e-01 
