# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=0
# for k=1.02716e-05 to 23.4501 h/Mpc,
# number of wavenumbers equal to 850
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_tot                  7:phi                    8:psi                
       3.015351562300e-01       7.551309238694e-03      -2.463256997920e+04      -2.475916752814e+04       7.673651547186e-03      -2.473169114540e+04       1.357553365265e-02       1.357553365265e-02 
       3.046941829892e-01       7.448014258524e-03      -2.480936457033e+04      -2.493494333011e+04       7.568684910392e-03      -2.490757656152e+04       1.339004857620e-02       1.339004857620e-02 
       3.078532104661e-01       7.346064299938e-03      -2.498787299872e+04      -2.511241481376e+04       7.465110326953e-03      -2.508516003989e+04       1.321017304922e-02       1.321017304922e-02 
       3.110122386387e-01       7.249904763683e-03      -2.516294202733e+04      -2.528658906633e+04       7.367359713587e-03      -2.525942467835e+04       1.303309319487e-02       1.303309319487e-02 
       3.141712674859e-01       7.152341108498e-03      -2.533230788622e+04      -2.545534162153e+04       7.268215239985e-03      -2.542822450830e+04       1.285766521765e-02       1.285766521765e-02 
       3.173302969874e-01       7.051979644934e-03      -2.549324742856e+04      -2.561604687493e+04       7.166270156444e-03      -2.558891920747e+04       1.268258762031e-02       1.268258762031e-02 
       3.204893271239e-01       6.954254388785e-03      -2.564213716957e+04      -2.576513873729e+04       7.066956131246e-03      -2.573793462731e+04       1.250620535229e-02       1.250620535229e-02 
       3.236483578767e-01       6.857943519446e-03      -2.577841495566e+04      -2.590206951681e+04       6.969048249291e-03      -2.587472094102e+04       1.232843255456e-02       1.232843255456e-02 
       3.268073892277e-01       6.756504502186e-03      -2.590416285043e+04      -2.602889225744e+04       6.866000063815e-03      -2.600133519307e+04       1.215040962798e-02       1.215040962798e-02 
       3.299664211598e-01       6.657039020812e-03      -2.601916039202e+04      -2.614531865459e+04       6.764927194403e-03      -2.611749994411e+04       1.197212146238e-02       1.197212146238e-02 
       3.331254536562e-01       6.558692342556e-03      -2.612590340943e+04      -2.625375016621e+04       6.664982699830e-03      -2.622563093270e+04       1.179476559342e-02       1.179476559342e-02 
       3.362844867011e-01       6.463458245451e-03      -2.622650065530e+04      -2.635618000637e+04       6.568171669230e-03      -2.632773913819e+04       1.161927163066e-02       1.161927163066e-02 
       3.394435202791e-01       6.365779407499e-03      -2.632531811547e+04      -2.645685594325e+04       6.468940324320e-03      -2.642808984941e+04       1.144747579221e-02       1.144747579221e-02 
       3.426025543752e-01       6.273978268481e-03      -2.642272467475e+04      -2.655603204024e+04       6.375627586918e-03      -2.652695529817e+04       1.127937970567e-02       1.127937970567e-02 
       3.457615889754e-01       6.183427535985e-03      -2.652256142694e+04      -2.665744856041e+04       6.283608507091e-03      -2.662809065648e+04       1.111643519963e-02       1.111643519963e-02 
       3.489206240657e-01       6.094525764786e-03      -2.662694844751e+04      -2.676315000448e+04       6.193287547032e-03      -2.673355182524e+04       1.095928917571e-02       1.095928917571e-02 
       3.520796596331e-01       6.010795571555e-03      -2.673650043015e+04      -2.687370808682e+04       6.108194301923e-03      -2.684391717781e+04       1.080794244779e-02       1.080794244779e-02 
       3.552386956646e-01       5.930082917176e-03      -2.685293938655e+04      -2.699082380127e+04       6.026173953494e-03      -2.696089054185e+04       1.066283537841e-02       1.066283537841e-02 
       3.583977321479e-01       5.852704888111e-03      -2.697619060624e+04      -2.711444296644e+04       5.947541994682e-03      -2.708441449018e+04       1.052368767009e-02       1.052368767009e-02 
       3.615567690713e-01       5.778686287424e-03      -2.710547212420e+04      -2.724382436545e+04       5.872319082610e-03      -2.721374155186e+04       1.038996936325e-02       1.038996936325e-02 
       3.647158064231e-01       5.705627494778e-03      -2.723996829654e+04      -2.737821549525e+04       5.798096852463e-03      -2.734810941512e+04       1.026117612825e-02       1.026117612825e-02 
       3.678748441922e-01       5.636213245731e-03      -2.737663721465e+04      -2.751465266545e+04       5.727555134122e-03      -2.748454284264e+04       1.013601722443e-02       1.013601722443e-02 
       3.710338823681e-01       5.567973282831e-03      -2.751404746984e+04      -2.765178888388e+04       5.658213857295e-03      -2.762168182983e+04       1.001387075002e-02       1.001387075002e-02 
       3.741929209403e-01       5.501502474267e-03      -2.764998069943e+04      -2.778748320225e+04       5.590662212642e-03      -2.775737376457e+04       9.893871001723e-03       9.893871001723e-03 
       3.773519598989e-01       5.436070333419e-03      -2.778291703817e+04      -2.792029017456e+04       5.524163781586e-03      -2.789016180615e+04       9.775451345262e-03       9.775451345262e-03 
       3.805109992342e-01       5.370929865628e-03      -2.791189249695e+04      -2.804930041739e+04       5.457967359141e-03      -2.801912816525e+04       9.658266660987e-03       9.658266660987e-03 
       3.836700389368e-01       5.305990486397e-03      -2.803602275904e+04      -2.817366592653e+04       5.391979791483e-03      -2.814341932008e+04       9.542014973084e-03       9.542014973084e-03 
       3.868290789977e-01       5.243019019957e-03      -2.815409046639e+04      -2.829218709537e+04       5.327968232092e-03      -2.826183320017e+04       9.426296712487e-03       9.426296712487e-03 
       3.899881194081e-01       5.179149663509e-03      -2.826710386159e+04      -2.840586107092e+04       5.263063968998e-03      -2.837536841906e+04       9.311459524652e-03       9.311459524652e-03 
       3.931471601597e-01       5.116030790118e-03      -2.837465283368e+04      -2.851425471294e+04       5.198917559249e-03      -2.848359562439e+04       9.197367293249e-03       9.197367293249e-03 
       3.963062012442e-01       5.052923389835e-03      -2.847768334974e+04      -2.861827266234e+04       5.134790887638e-03      -2.858742575440e+04       9.084317784066e-03       9.084317784066e-03 
       3.994652426536e-01       4.989867605741e-03      -2.857713668090e+04      -2.871881046099e+04       5.070726359509e-03      -2.868776135065e+04       8.972586813821e-03       8.972586813821e-03 
       4.026242843804e-01       4.929433864395e-03      -2.867374038017e+04      -2.881653417368e+04       5.009300982102e-03      -2.878527804971e+04       8.862362324982e-03       8.862362324982e-03 
       4.057833264170e-01       4.867821538703e-03      -2.877025172393e+04      -2.891415075760e+04       4.946712884232e-03      -2.888268999918e+04       8.754437520822e-03       8.754437520822e-03 
       4.089423687563e-01       4.808904631076e-03      -2.886657823710e+04      -2.901151610296e+04       4.886842887163e-03      -2.897986133633e+04       8.648705143089e-03       8.648705143089e-03 
       4.121014113913e-01       4.751526327355e-03      -2.896413420063e+04      -2.911000525434e+04       4.828534606551e-03      -2.907817293120e+04       8.545508602558e-03       8.545508602558e-03 
       4.152604543151e-01       4.697257956378e-03      -2.906283301054e+04      -2.920950348656e+04       4.773361605926e-03      -2.917751456086e+04       8.444737405888e-03       8.444737405888e-03 
       4.184194975213e-01       4.642778823357e-03      -2.916436567955e+04      -2.931168675777e+04       4.717999820648e-03      -2.927956407721e+04       8.346795704494e-03       8.346795704494e-03 
       4.215785410035e-01       4.589719696011e-03      -2.926806884442e+04      -2.941589270552e+04       4.664081037498e-03      -2.938365915570e+04       8.251404719457e-03       8.251404719457e-03 
       4.247375847554e-01       4.538030295720e-03      -2.937389783146e+04      -2.952208859417e+04       4.611554161554e-03      -2.948976517361e+04       8.158473976004e-03       8.158473976004e-03 
       4.278966287711e-01       4.487648880598e-03      -2.948170756600e+04      -2.963015382566e+04       4.560356446664e-03      -2.959775767963e+04       8.067892169028e-03       8.067892169028e-03 
       4.310556730448e-01       4.436931222476e-03      -2.959194117737e+04      -2.974056164687e+04       4.508840829166e-03      -2.970810499457e+04       7.979712130448e-03       7.979712130448e-03 
       4.342147175707e-01       4.388897542695e-03      -2.970255982366e+04      -2.985131083891e+04       4.460028700273e-03      -2.981880051663e+04       7.893327000323e-03       7.893327000323e-03 
       4.373737623435e-01       4.341928842441e-03      -2.981347597563e+04      -2.996234989807e+04       4.412297344571e-03      -2.992978703332e+04       7.808671949186e-03       7.808671949186e-03 
       4.405328073578e-01       4.295766778963e-03      -2.992380177655e+04      -3.007282512442e+04       4.365385783521e-03      -3.004020567135e+04       7.725478581605e-03       7.725478581605e-03 
       4.436918526084e-01       4.250457945308e-03      -3.003253296641e+04      -3.018176151535e+04       4.319338448027e-03      -3.014907706930e+04       7.643462136461e-03       7.643462136461e-03 
       4.468508980903e-01       4.205425077975e-03      -3.013914192046e+04      -3.028865291962e+04       4.273575728685e-03      -3.025589181450e+04       7.562470488028e-03       7.562470488028e-03 
       4.500099437986e-01       4.160871698281e-03      -3.024306254944e+04      -3.039294631498e+04       4.228300318466e-03      -3.036009497291e+04       7.482348109022e-03       7.482348109022e-03 
       4.531689897286e-01       4.116324975688e-03      -3.034445306722e+04      -3.049480361304e+04       4.183038662107e-03      -3.046184782044e+04       7.403121577791e-03       7.403121577791e-03 
       4.563280358756e-01       4.074092892336e-03      -3.044218138067e+04      -3.059308690394e+04       4.140101040789e-03      -3.056001370981e+04       7.324504424745e-03       7.324504424745e-03 
       4.594870822351e-01       4.029586247258e-03      -3.053891087610e+04      -3.069044828874e+04       4.094894118427e-03      -3.065724574665e+04       7.247121240661e-03       7.247121240661e-03 
       4.626461288028e-01       3.987076069031e-03      -3.063267507049e+04      -3.078490084220e+04       4.051693489679e-03      -3.075156084454e+04       7.170481231164e-03       7.170481231164e-03 
       4.658051755744e-01       3.945052219709e-03      -3.072458428183e+04      -3.087753247627e+04       4.008987946888e-03      -3.084405015205e+04       7.094826602010e-03       7.094826602010e-03 
       4.689642225458e-01       3.903601223145e-03      -3.081497202516e+04      -3.096865189053e+04       3.966864598356e-03      -3.093502621992e+04       7.020209455494e-03       7.020209455494e-03 
       4.721232697129e-01       3.862744218228e-03      -3.090432567809e+04      -3.105872343683e+04       3.925345286697e-03      -3.102495692049e+04       6.946713362482e-03       6.946713362482e-03 
       4.752823170719e-01       3.822574899493e-03      -3.099333796902e+04      -3.114841874107e+04       3.884524876079e-03      -3.111451703295e+04       6.874462628980e-03       6.874462628980e-03 
       4.784413646189e-01       3.783058603590e-03      -3.108270081819e+04      -3.123841369985e+04       3.844369568060e-03      -3.120438479894e+04       6.803575184977e-03       6.803575184977e-03 
       4.816004123503e-01       3.744351828186e-03      -3.117297405115e+04      -3.132925720719e+04       3.805036832050e-03      -3.129511068619e+04       6.734134654659e-03       6.734134654659e-03 
       4.847594602624e-01       3.706549142735e-03      -3.126436794258e+04      -3.142115518854e+04       3.766621468152e-03      -3.138690124997e+04       6.666146579736e-03       6.666146579736e-03 
       4.879185083516e-01       3.669554165792e-03      -3.135707327478e+04      -3.151429974881e+04       3.729026915574e-03      -3.147994832793e+04       6.599612402469e-03       6.599612402469e-03 
       4.910775566146e-01       3.633314384612e-03      -3.145081509498e+04      -3.160842289530e+04       3.692199807819e-03      -3.157398290117e+04       6.534437392660e-03       6.534437392660e-03 
       4.942366050480e-01       3.597767754188e-03      -3.154515599558e+04      -3.170309828766e+04       3.656077002842e-03      -3.166857699761e+04       6.470498458603e-03       6.470498458603e-03 
       4.973956536485e-01       3.562850549236e-03      -3.163977948659e+04      -3.179802401489e+04       3.620593916417e-03      -3.176342647957e+04       6.407703066413e-03       6.407703066413e-03 
       5.005547024131e-01       3.528510004592e-03      -3.173428101589e+04      -3.189281139479e+04       3.585696841565e-03      -3.185814025884e+04       6.345945428581e-03       6.345945428581e-03 
       5.037137513385e-01       3.494872834032e-03      -3.182832809628e+04      -3.198714375331e+04       3.551512054842e-03      -3.195239924297e+04       6.285138670591e-03       6.285138670591e-03 
       5.068728004218e-01       3.461565344119e-03      -3.192183977394e+04      -3.208095453462e+04       3.517664850844e-03      -3.204613460824e+04       6.225248369169e-03       6.225248369169e-03 
       5.100318496600e-01       3.428729190089e-03      -3.201454869904e+04      -3.217398814797e+04       3.484296616070e-03      -3.213908897148e+04       6.166205186685e-03       6.166205186685e-03 
       5.131908990503e-01       3.396322241587e-03      -3.210612202692e+04      -3.226592001010e+04       3.451364509101e-03      -3.223093653328e+04       6.107929807615e-03       6.107929807615e-03 
       5.163499485898e-01       3.364298467731e-03      -3.219619857965e+04      -3.235639290944e+04       3.418821760725e-03      -3.232131955807e+04       6.050340427859e-03       6.050340427859e-03 
       5.195089982758e-01       3.332852979893e-03      -3.228451219792e+04      -3.244514113047e+04       3.386863384339e-03      -3.240997233881e+04       5.993375888299e-03       5.993375888299e-03 
       5.226680481057e-01       3.301543888157e-03      -3.237133372962e+04      -3.253243209981e+04       3.355046924693e-03      -3.249716276621e+04       5.937075163100e-03       5.937075163100e-03 
       5.258270980769e-01       3.270395462957e-03      -3.245686847656e+04      -3.261846475410e+04       3.323396894825e-03      -3.258309072914e+04       5.881462813454e-03       5.881462813454e-03 
       5.289861481868e-01       3.239855739414e-03      -3.254118117047e+04      -3.270329543021e+04       3.292362198330e-03      -3.266781388157e+04       5.826536577951e-03       5.826536577951e-03 
       5.321451984329e-01       3.209744748637e-03      -3.262482452690e+04      -3.278746698756e+04       3.261763169961e-03      -3.275187648755e+04       5.772379774115e-03       5.772379774115e-03 
       5.353042488129e-01       3.180083641311e-03      -3.270811599193e+04      -3.287128713699e+04       3.231621304486e-03      -3.283558771328e+04       5.719030563409e-03       5.719030563409e-03 
       5.384632993243e-01       3.150879001113e-03      -3.279123943357e+04      -3.295493030065e+04       3.201943302619e-03      -3.291912342988e+04       5.666502059049e-03       5.666502059049e-03 
       5.416223499648e-01       3.122115003778e-03      -3.287415070631e+04      -3.303834417896e+04       3.172713099941e-03      -3.300243264894e+04       5.614767838425e-03       5.614767838425e-03 
       5.447814007323e-01       3.093786766029e-03      -3.295691285081e+04      -3.312158635625e+04       3.143925747228e-03      -3.308557380461e+04       5.563820770958e-03       5.563820770958e-03 
       5.479404516245e-01       3.065740250555e-03      -3.303964052918e+04      -3.320476757719e+04       3.115426915806e-03      -3.316865823107e+04       5.513662530812e-03       5.513662530812e-03 
       5.510995026392e-01       3.038271958955e-03      -3.312224405798e+04      -3.328779720389e+04       3.087513441526e-03      -3.325159546905e+04       5.464261244335e-03       5.464261244335e-03 
       5.542585537744e-01       3.011235414227e-03      -3.320494369932e+04      -3.337089664419e+04       3.060038715007e-03      -3.333460667851e+04       5.415636806128e-03       5.415636806128e-03 
       5.574176050279e-01       2.984641168773e-03      -3.328795925802e+04      -3.345428908496e+04       3.033013459194e-03      -3.341791444259e+04       5.367808148215e-03       5.367808148215e-03 
       5.605766563979e-01       2.958462982739e-03      -3.337109952877e+04      -3.353778789573e+04       3.006411007842e-03      -3.350133145940e+04       5.320727956954e-03       5.320727956954e-03 
       5.637357078822e-01       2.932824282082e-03      -3.345416669402e+04      -3.362120100343e+04       2.980354663893e-03      -3.358466480024e+04       5.274349850299e-03       5.274349850299e-03 
       5.668947594791e-01       2.907408716716e-03      -3.353706309898e+04      -3.370443658078e+04       2.954527221625e-03      -3.366782173922e+04       5.228644790852e-03       5.228644790852e-03 
       5.700538111866e-01       2.882338970121e-03      -3.361954435403e+04      -3.378725681893e+04       2.929051207894e-03      -3.375056349256e+04       5.183562334021e-03       5.183562334021e-03 
       5.732128630029e-01       2.857583045911e-03      -3.370130658816e+04      -3.386936237997e+04       2.903894105870e-03      -3.383259009109e+04       5.139044713995e-03       5.139044713995e-03 
       5.763719149262e-01       2.833141192923e-03      -3.378241352959e+04      -3.395082159811e+04       2.879056162850e-03      -3.391396911685e+04       5.095091685808e-03       5.095091685808e-03 
       5.795309669548e-01       2.809006212083e-03      -3.386284200529e+04      -3.403161463829e+04       2.854530058631e-03      -3.399468021031e+04       5.051689745418e-03       5.051689745418e-03 
       5.826900190869e-01       2.785186676606e-03      -3.394276427842e+04      -3.411191502059e+04       2.830324504774e-03      -3.407489664026e+04       5.008854236230e-03       5.008854236230e-03 
       5.858490713208e-01       2.761669747688e-03      -3.402209486056e+04      -3.419163717250e+04       2.806426454005e-03      -3.415453287299e+04       4.966562015646e-03       4.966562015646e-03 
       5.890081236550e-01       2.738451936706e-03      -3.410086106977e+04      -3.427080752784e+04       2.782832361626e-03      -3.423361547495e+04       4.924806862449e-03       4.924806862449e-03 
       5.921671760877e-01       2.715508272681e-03      -3.417881969898e+04      -3.434917997172e+04       2.759516852289e-03      -3.431189886644e+04       4.883543900663e-03       4.883543900663e-03 
       5.953262286175e-01       2.692841645263e-03      -3.425607186561e+04      -3.442685289519e+04       2.736482863674e-03      -3.438948184247e+04       4.842778468192e-03       4.842778468192e-03 
       5.984852812428e-01       2.670438418380e-03      -3.433250956933e+04      -3.450371407461e+04       2.713716540135e-03      -3.446625288379e+04       4.802486208639e-03       4.802486208639e-03 
       6.016443339620e-01       2.648314945768e-03      -3.440841079727e+04      -3.458003792487e+04       2.691234503457e-03      -3.454248689130e+04       4.762696900789e-03       4.762696900789e-03 
       6.048033867738e-01       2.626479159854e-03      -3.448395260256e+04      -3.465599793464e+04       2.669044817489e-03      -3.461835786845e+04       4.723425160699e-03       4.723425160699e-03 
       6.079624396766e-01       2.604948443619e-03      -3.455944284969e+04      -3.473189922684e+04       2.647165149667e-03      -3.469417128304e+04       4.684702586905e-03       4.684702586905e-03 
       6.111214926690e-01       2.583718835496e-03      -3.463491118781e+04      -3.480776886181e+04       2.625591475079e-03      -3.476995459871e+04       4.646522157230e-03       4.646522157230e-03 
       6.142805457498e-01       2.562782522905e-03      -3.471033139221e+04      -3.488357943184e+04       2.604315853833e-03      -3.484568060386e+04       4.608869731736e-03       4.608869731736e-03 
       6.174395989174e-01       2.542123936272e-03      -3.478556712221e+04      -3.495919393614e+04       2.583322463334e-03      -3.492121244331e+04       4.571717223458e-03       4.571717223458e-03 
       6.205986521705e-01       2.521733678417e-03      -3.486055863857e+04      -3.503455334371e+04       2.562601752983e-03      -3.499649099110e+04       4.535047594714e-03       4.535047594714e-03 
       6.237577055080e-01       2.501608947156e-03      -3.493533369686e+04      -3.510968661811e+04       2.542150873646e-03      -3.507154501022e+04       4.498855616598e-03       4.498855616598e-03 
       6.269167589284e-01       2.481727981606e-03      -3.500965342936e+04      -3.518435618765e+04       2.521947712763e-03      -3.514613679370e+04       4.463102285107e-03       4.463102285107e-03 
       6.300758124305e-01       2.462121233040e-03      -3.508401185161e+04      -3.525905933219e+04       2.502023214795e-03      -3.522076295488e+04       4.427842329099e-03       4.427842329099e-03 
       6.332348660132e-01       2.442767806519e-03      -3.515818092258e+04      -3.533356953018e+04       2.482356145877e-03      -3.529519679812e+04       4.393038140557e-03       4.393038140557e-03 
       6.363939196752e-01       2.423662849414e-03      -3.523215474084e+04      -3.540788351330e+04       2.462941574253e-03      -3.536943463771e+04       4.358680937531e-03       4.358680937531e-03 
       6.395529734152e-01       2.404802020315e-03      -3.530593364302e+04      -3.548200367382e+04       2.443775087636e-03      -3.544347853858e+04       4.324762852483e-03       4.324762852483e-03 
       6.427120272323e-01       2.386162310465e-03      -3.537923777912e+04      -3.555565165530e+04       2.424833302684e-03      -3.551704998975e+04       4.291242297141e-03       4.291242297141e-03 
       6.458710811252e-01       2.367731656115e-03      -3.545194027364e+04      -3.562870160693e+04       2.406103958962e-03      -3.559002301500e+04       4.258097430229e-03       4.258097430229e-03 
       6.490301350929e-01       2.349503537008e-03      -3.552399299540e+04      -3.570110595783e+04       2.387580429754e-03      -3.566234996858e+04       4.225316426535e-03       4.225316426535e-03 
       6.521891891342e-01       2.331478851315e-03      -3.559546083263e+04      -3.577292908010e+04       2.369263628289e-03      -3.573409528545e+04       4.192900963315e-03       4.192900963315e-03 
       6.553482432480e-01       2.313672889940e-03      -3.566663142401e+04      -3.584445928061e+04       2.351169093352e-03      -3.580554708060e+04       4.160878545172e-03       4.160878545172e-03 
       6.585072974334e-01       2.296089640749e-03      -3.573762885781e+04      -3.591581920939e+04       2.333300878704e-03      -3.587682819611e+04       4.129256500562e-03       4.129256500562e-03 
       6.616663516893e-01       2.278715842461e-03      -3.580830714761e+04      -3.598686127392e+04       2.315645508142e-03      -3.594779133854e+04       4.098010976017e-03       4.098010976017e-03 
       6.648254060147e-01       2.261548145781e-03      -3.587867066755e+04      -3.605758909018e+04       2.298199578267e-03      -3.601844024325e+04       4.067135968083e-03       4.067135968083e-03 
       6.679844604086e-01       2.244583110092e-03      -3.594872316359e+04      -3.612800456934e+04       2.280959593821e-03      -3.608877711239e+04       4.036625427357e-03       4.036625427357e-03 
       6.711435148700e-01       2.227803683986e-03      -3.601824361445e+04      -3.619788569671e+04       2.263908226482e-03      -3.615858015510e+04       4.006448614280e-03       4.006448614280e-03 
       6.743025693980e-01       2.211219821380e-03      -3.608744626272e+04      -3.626744564396e+04       2.247055592839e-03      -3.622806264983e+04       3.976623598684e-03       3.976623598684e-03 
       6.774616239916e-01       2.194823174846e-03      -3.615625051281e+04      -3.633660287079e+04       2.230393212422e-03      -3.629714323065e+04       3.947135649678e-03       3.947135649678e-03 
       6.806206786500e-01       2.178626929691e-03      -3.622492717200e+04      -3.640562767352e+04       2.213934483439e-03      -3.636609219468e+04       3.918008378594e-03       3.918008378594e-03 
       6.837797333723e-01       2.162623015918e-03      -3.629339642896e+04      -3.647443983224e+04       2.197671203222e-03      -3.643482941079e+04       3.889227033396e-03       3.889227033396e-03 
       6.869387881574e-01       2.146833297444e-03      -3.636208403353e+04      -3.654346672945e+04       2.181625590130e-03      -3.650378187499e+04       3.860830948411e-03       3.860830948411e-03 
       6.900978430047e-01       2.131227981536e-03      -3.643054552183e+04      -3.661226283843e+04       2.165767368431e-03      -3.657250436191e+04       3.832766525752e-03       3.832766525752e-03 
       6.932568979132e-01       2.115798364979e-03      -3.649868221627e+04      -3.668073044866e+04       2.150087693706e-03      -3.664089903641e+04       3.805018096133e-03       3.805018096133e-03 
       6.964159528821e-01       2.100539632494e-03      -3.656645906826e+04      -3.674883521193e+04       2.134581672608e-03      -3.670893144923e+04       3.777576998505e-03       3.777576998505e-03 
       6.995750079106e-01       2.085444984210e-03      -3.663380333889e+04      -3.681650533227e+04       2.119242394897e-03      -3.677652967590e+04       3.750430985001e-03       3.750430985001e-03 
       7.027340629979e-01       2.070509493173e-03      -3.670067310020e+04      -3.688369884883e+04       2.104064853823e-03      -3.684365177329e+04       3.723571202735e-03       3.723571202735e-03 
       7.058931181431e-01       2.055760368992e-03      -3.676759861488e+04      -3.695094893817e+04       2.089076699971e-03      -3.691083029643e+04       3.697046586786e-03       3.697046586786e-03 
       7.090521733455e-01       2.041170991421e-03      -3.683415669220e+04      -3.701783073129e+04       2.074250881627e-03      -3.697764076933e+04       3.670809258286e-03       3.670809258286e-03 
       7.122112286044e-01       2.026766107104e-03      -3.690084356505e+04      -3.708484289028e+04       2.059612546567e-03      -3.704458131982e+04       3.644903731596e-03       3.644903731596e-03 
       7.153702839190e-01       2.012512149479e-03      -3.696709915777e+04      -3.715142410979e+04       2.045127583893e-03      -3.711109100483e+04       3.619269598538e-03       3.619269598538e-03 
       7.185293392886e-01       1.998405300432e-03      -3.703289502952e+04      -3.721754612476e+04       2.030792113558e-03      -3.717714153977e+04       3.593899985894e-03       3.593899985894e-03 
       7.216883947124e-01       1.984449579632e-03      -3.709834833168e+04      -3.728332618727e+04       2.016610220507e-03      -3.724285012587e+04       3.568802139409e-03       3.568802139409e-03 
       7.248474501897e-01       1.970626538331e-03      -3.716315459309e+04      -3.734845870162e+04       2.002563156814e-03      -3.730791143696e+04       3.543942855852e-03       3.543942855852e-03 
       7.280065057198e-01       1.956959742652e-03      -3.722779916057e+04      -3.741343006263e+04       1.988674870781e-03      -3.737281155673e+04       3.519364547082e-03       3.519364547082e-03 
       7.311655613021e-01       1.943447686847e-03      -3.729230200535e+04      -3.747825930528e+04       1.974943832383e-03      -3.743756966326e+04       3.495064519766e-03       3.495064519766e-03 
       7.343246169358e-01       1.930087559772e-03      -3.735665727495e+04      -3.754293972663e+04       1.961367185008e-03      -3.750217919072e+04       3.471037727918e-03       3.471037727918e-03 
       7.374836726203e-01       1.916882760649e-03      -3.742097879561e+04      -3.760758525535e+04       1.947948383007e-03      -3.756675401766e+04       3.447290289332e-03       3.447290289332e-03 
       7.406427283550e-01       1.903818910256e-03      -3.748503257745e+04      -3.767196092512e+04       1.934672814053e-03      -3.763105940274e+04       3.423796335271e-03       3.423796335271e-03 
       7.438017841392e-01       1.890890888242e-03      -3.754875977349e+04      -3.773600757875e+04       1.921535274827e-03      -3.769503625566e+04       3.400546659452e-03       3.400546659452e-03 
       7.469608399723e-01       1.878094163298e-03      -3.761210997734e+04      -3.779967496163e+04       1.908531160494e-03      -3.775863431264e+04       3.377533101551e-03       3.377533101551e-03 
       7.501198958537e-01       1.865429802840e-03      -3.767514405435e+04      -3.786302403491e+04       1.895661555808e-03      -3.782191450147e+04       3.354757586159e-03       3.354757586159e-03 
       7.532789517827e-01       1.852897078916e-03      -3.773788786147e+04      -3.792608031852e+04       1.882925721095e-03      -3.788490238805e+04       3.332218813299e-03       3.332218813299e-03 
       7.564380077587e-01       1.840502635632e-03      -3.780051881670e+04      -3.798902159819e+04       1.870330408236e-03      -3.794777564683e+04       3.309928743916e-03       3.309928743916e-03 
       7.595970637813e-01       1.828244836653e-03      -3.786304704091e+04      -3.805185836458e+04       1.857873954304e-03      -3.801054470658e+04       3.287884426068e-03       3.287884426068e-03 
       7.627561198497e-01       1.816121183617e-03      -3.792546452784e+04      -3.811458262214e+04       1.845553820498e-03      -3.807320157243e+04       3.266081373765e-03       3.266081373765e-03 
       7.659151759634e-01       1.804126228111e-03      -3.798769918502e+04      -3.817712269685e+04       1.833364470005e-03      -3.813567452519e+04       3.244509777021e-03       3.244509777021e-03 
       7.690742321219e-01       1.792251409847e-03      -3.804960949542e+04      -3.823933727572e+04       1.821297203687e-03      -3.819782226145e+04       3.223154227150e-03       3.223154227150e-03 
       7.722332883246e-01       1.780491737130e-03      -3.811112514212e+04      -3.830115633568e+04       1.809346948857e-03      -3.825957473229e+04       3.202005735625e-03       3.202005735625e-03 
       7.753923445710e-01       1.768846675776e-03      -3.817227004322e+04      -3.836260364695e+04       1.797513162757e-03      -3.832095572434e+04       3.181063352648e-03       3.181063352648e-03 
       7.785514008605e-01       1.757323296383e-03      -3.823323335852e+04      -3.842386926148e+04       1.785803030561e-03      -3.838215509130e+04       3.160339792037e-03       3.160339792037e-03 
       7.817104571926e-01       1.745915531030e-03      -3.829392206236e+04      -3.848485921326e+04       1.774210386087e-03      -3.844307904451e+04       3.139824150629e-03       3.139824150629e-03 
       7.848695135669e-01       1.734633057433e-03      -3.835458718255e+04      -3.854582558712e+04       1.762745063916e-03      -3.850397942590e+04       3.119533835560e-03       3.119533835560e-03 
       7.880285699827e-01       1.723472485781e-03      -3.841519608608e+04      -3.860673526313e+04       1.751403619384e-03      -3.856482320276e+04       3.099462761298e-03       3.099462761298e-03 
       7.911876264396e-01       1.712423766542e-03      -3.847556307817e+04      -3.866740258188e+04       1.740175839881e-03      -3.862542476524e+04       3.079592828276e-03       3.079592828276e-03 
       7.943466829371e-01       1.701479116162e-03      -3.853554821798e+04      -3.872768693809e+04       1.729053815729e-03      -3.868564365545e+04       3.059910041391e-03       3.059910041391e-03 
       7.975057394747e-01       1.690635957066e-03      -3.859512489846e+04      -3.878756188738e+04       1.718034927506e-03      -3.874545341103e+04       3.040409755672e-03       3.040409755672e-03 
       8.006647960519e-01       1.679898724633e-03      -3.865442738279e+04      -3.884716186292e+04       1.707123682561e-03      -3.880498839818e+04       3.021099958564e-03       3.021099958564e-03 
       8.038238526684e-01       1.669271259597e-03      -3.871358013615e+04      -3.890661112945e+04       1.696323983999e-03      -3.886437287651e+04       3.001987572394e-03       3.001987572394e-03 
       8.069829093235e-01       1.658745867740e-03      -3.877244006185e+04      -3.896576603681e+04       1.685628012798e-03      -3.892346332654e+04       2.983058745746e-03       2.983058745746e-03 
