# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_lambda         13:(.)rho_ur             14:(.)rho_crit           15:gr.fac. D             16:gr.fac. f          
       1.024681132677e+03       4.139536927954e-04       2.945421111831e+02       4.694795235419e+00       1.389791516415e+04       1.354993742342e+01       1.425482936742e+07       1.508298926970e+02       3.045289177071e+00       2.684316349975e+00       1.420486042625e+01       3.669988173570e-08       2.106636312512e+00       2.204110230251e+01       1.506326484181e-03       8.316189078781e-01 
       1.017541779511e+03       4.188337621111e-04       2.960714149266e+02       4.642081859478e+00       1.389638586041e+04       1.364341271016e+01       1.415404958303e+07       1.515144864783e+02       2.961382215579e+00       2.628652275211e+00       1.391029737567e+01       3.669988173570e-08       2.048592086932e+00       2.154892399009e+01       1.515107038672e-03       8.325888610478e-01 
       1.010452105142e+03       4.237692473055e-04       2.976073190043e+02       4.589980219150e+00       1.389484995633e+04       1.373752636006e+01       1.405397523897e+07       1.522010758821e+02       2.879786970615e+00       2.574142376755e+00       1.362184199319e+01       3.669988173570e-08       1.992147034927e+00       2.106791841219e+01       1.523949096651e-03       8.335544010082e-01 
       1.003411764047e+03       4.287607560508e-04       2.991498452022e+02       4.538482926632e+00       1.389330743013e+04       1.383228266280e+01       1.395460142435e+07       1.528896596995e+02       2.800439757648e+00       2.520762726000e+00       1.333936765347e+01       3.669988173570e-08       1.937257101520e+00       2.059782727533e+01       1.532853089917e-03       8.345155342265e-01 
       9.964204131037e+02       4.338089025109e-04       3.006990153681e+02       4.487582687231e+00       1.389175825997e+04       1.392768593610e+01       1.385592326240e+07       1.535802366830e+02       2.723278646397e+00       2.468489890366e+00       1.306275035600e+01       3.669988173570e-08       1.883879445271e+00       2.013839837473e+01       1.541819453290e-03       8.354722673272e-01 
       9.894777115759e+02       4.389143074097e-04       3.022548514113e+02       4.437272298141e+00       1.389020242393e+04       1.402374052600e+01       1.375793591018e+07       1.542728055463e+02       2.648243412518e+00       2.417300923015e+00       1.279186867077e+01       3.669988173570e-08       1.831972404850e+00       1.968938544785e+01       1.550848624638e-03       8.364246070912e-01 
       9.825833210951e+02       4.440775981005e-04       3.038173753033e+02       4.387544647244e+00       1.388863990003e+04       1.412045080692e+01       1.366063455837e+07       1.549673649649e+02       2.575275490614e+00       2.367173352787e+00       1.252660368492e+01       3.669988173570e-08       1.781495466538e+00       1.925054803156e+01       1.559941044898e-03       8.373725604526e-01 
       9.757369056452e+02       4.492994086361e-04       3.053866090778e+02       4.338392711916e+00       1.388707066626e+04       1.421782118193e+01       1.356401443104e+07       1.556639135755e+02       2.504317928540e+00       2.318085174338e+00       1.226683895061e+01       3.669988173570e-08       1.732409232614e+00       1.882165132280e+01       1.569097158092e-03       8.383161344980e-01 
       9.689381315456e+02       4.545803798388e-04       3.069625748314e+02       4.289809557860e+00       1.388549470051e+04       1.431585608288e+01       1.346807078539e+07       1.563624499766e+02       2.435315342974e+00       2.270014838487e+00       1.201246043393e+01       3.669988173570e-08       1.684675390618e+00       1.840246604271e+01       1.578317411355e-03       8.392553364634e-01 
       9.621866674351e+02       4.599211593728e-04       3.085452947235e+02       4.241788337950e+00       1.388391198061e+04       1.441455997059e+01       1.337279891157e+07       1.570629727284e+02       2.368213876202e+00       2.222941242761e+00       1.176335646485e+01       3.669988173570e-08       1.638256683459e+00       1.799276830397e+01       1.587602254955e-03       8.401901737330e-01 
       9.554821842557e+02       4.653224018156e-04       3.101347909772e+02       4.194322291086e+00       1.388232248436e+04       1.451393733503e+01       1.327819413238e+07       1.577654803529e+02       2.302961154099e+00       2.176843722135e+00       1.151941768822e+01       3.669988173570e-08       1.593116880347e+00       1.759233948150e+01       1.596952142311e-03       8.411206538372e-01 
       9.488243552368e+02       4.707847687313e-04       3.117310858790e+02       4.147404741074e+00       1.388072618946e+04       1.461399269552e+01       1.318425180312e+07       1.584699713341e+02       2.239506245265e+00       2.131702039967e+00       1.128053701583e+01       3.669988173570e-08       1.549220748524e+00       1.720096608628e+01       1.606367530021e-03       8.420467844503e-01 
       9.422128558792e+02       4.763089287444e-04       3.133342017796e+02       4.101029095514e+00       1.387912307356e+04       1.471473060089e+01       1.309096731131e+07       1.591764441177e+02       2.177799621289e+00       2.087496379119e+00       1.104660957937e+01       3.669988173570e-08       1.506534025775e+00       1.681843964225e+01       1.615848877882e-03       8.429685733886e-01 
       9.356473639393e+02       4.818955576141e-04       3.149441610940e+02       4.055188844704e+00       1.387751311424e+04       1.481615562967e+01       1.299833607649e+07       1.598848971118e+02       2.117793118101e+00       2.044207333260e+00       1.081753268445e+01       3.669988173570e-08       1.465023393697e+00       1.644455656621e+01       1.625396648910e-03       8.438860286089e-01 
       9.291275594135e+02       4.875453383097e-04       3.165609863021e+02       4.009877560564e+00       1.387589628903e+04       1.491827239028e+01       1.290635355000e+07       1.605953286864e+02       2.059439898398e+00       2.001815898353e+00       1.059320576556e+01       3.669988173570e-08       1.424656451699e+00       1.607911805071e+01       1.635011309366e-03       8.447991582062e-01 
       9.226531245226e+02       4.932589610865e-04       3.181846999486e+02       3.965088895565e+00       1.387427257539e+04       1.502108552121e+01       1.281501521474e+07       1.613077371740e+02       2.002694415096e+00       1.960303464316e+00       1.037353034190e+01       3.669988173570e-08       1.385401691725e+00       1.572192994973e+01       1.644693328778e-03       8.457079704118e-01 
       9.162237436963e+02       4.990371235631e-04       3.198153246438e+02       3.920816581683e+00       1.387264195069e+04       1.512459969122e+01       1.272431658497e+07       1.620221208693e+02       1.947512375792e+00       1.919651806859e+00       1.015840997418e+01       3.669988173570e-08       1.347228473670e+00       1.537280266720e+01       1.654443179962e-03       8.466124735914e-01 
       9.098391035578e+02       5.048805307986e-04       3.214528830636e+02       3.877054429357e+00       1.387100439227e+04       1.522881959952e+01       1.263425320610e+07       1.627384780295e+02       1.893850708208e+00       1.879843079481e+00       9.947750222337e+00       3.669988173570e-08       1.310107001472e+00       1.503155104820e+01       1.664261339048e-03       8.475126762434e-01 
       9.034988929089e+02       5.107898953715e-04       3.230973979501e+02       3.833796326472e+00       1.386935987739e+04       1.533374997595e+01       1.254482065445e+07       1.634568068746e+02       1.841667526582e+00       1.840859805648e+00       9.741458604078e+00       3.669988173570e-08       1.274008299863e+00       1.469799427287e+01       1.674148285500e-03       8.484085869966e-01 
       8.972028027143e+02       5.167659374587e-04       3.247488921118e+02       3.791036237344e+00       1.386770838322e+04       1.543939558117e+01       1.245601453704e+07       1.641771055870e+02       1.790922098983e+00       1.802684871119e+00       9.539444554290e+00       3.669988173570e-08       1.238904191761e+00       1.437195575285e+01       1.684104502143e-03       8.493002146087e-01 
       8.909505260873e+02       5.228093849161e-04       3.264073884240e+02       3.748768201726e+00       1.386604988691e+04       1.554576120689e+01       1.236783049138e+07       1.648993723121e+02       1.741574815537e+00       1.765301516437e+00       9.341619385314e+00       3.669988173570e-08       1.204767276287e+00       1.405326303027e+01       1.694130475183e-03       8.501875679642e-01 
       8.847417582741e+02       5.289209733593e-04       3.280729098291e+02       3.706986333830e+00       1.386438436551e+04       1.565285167600e+01       1.228026418529e+07       1.656236051581e+02       1.693587157511e+00       1.728693329579e+00       9.147896248029e+00       3.669988173570e-08       1.171570907381e+00       1.374174767920e+01       1.704226694233e-03       8.510706560723e-01 
       8.785761966395e+02       5.351014462453e-04       3.297454793369e+02       3.665684821349e+00       1.386271179600e+04       1.576067184283e+01       1.219331131664e+07       1.663498021963e+02       1.646921667267e+00       1.692844238749e+00       8.958190093743e+00       3.669988173570e-08       1.139289173012e+00       1.343724520947e+01       1.714393652336e-03       8.519494880656e-01 
       8.724535406522e+02       5.413515549560e-04       3.314251200252e+02       3.624857924512e+00       1.386103215531e+04       1.586922659328e+01       1.210696761315e+07       1.670779614613e+02       1.601541919029e+00       1.657738505332e+00       8.772417636874e+00       3.669988173570e-08       1.107896874963e+00       1.313959497290e+01       1.724631845990e-03       8.528240731976e-01 
       8.663734918697e+02       5.476720588810e-04       3.331118550399e+02       3.584499975131e+00       1.385934542030e+04       1.597852084506e+01       1.202122883223e+07       1.678080809508e+02       1.557412490460e+00       1.623360716984e+00       8.590497318406e+00       3.669988173570e-08       1.077369509164e+00       1.284864007171e+01       1.734941775172e-03       8.536944208412e-01 
       8.603357539244e+02       5.540637255025e-04       3.348057075954e+02       3.544605375676e+00       1.385765156774e+04       1.608855954789e+01       1.193609076072e+07       1.685401586258e+02       1.514498935029e+00       1.589695780868e+00       8.412349270100e+00       3.669988173570e-08       1.047683246575e+00       1.256422726927e+01       1.745323943361e-03       8.545605404867e-01 
       8.543400325087e+02       5.605273304806e-04       3.365067009751e+02       3.505168598356e+00       1.385595057436e+04       1.619934768366e+01       1.185154921471e+07       1.692741924113e+02       1.472767755124e+00       1.556728917037e+00       8.237895279452e+00       3.669988173570e-08       1.018814914591e+00       1.228620690290e+01       1.755778857562e-03       8.554224417401e-01 
       8.483860353610e+02       5.670636577397e-04       3.382148585314e+02       3.466184184213e+00       1.385424241681e+04       1.631089026666e+01       1.176760003934e+07       1.700101801954e+02       1.432186375921e+00       1.524445651942e+00       8.067058755366e+00       3.669988173570e-08       9.907419789610e-01       1.201443279889e+01       1.766307028337e-03       8.562801343209e-01 
