# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_lambda         13:(.)rho_ur             14:(.)rho_crit           15:gr.fac. D             16:gr.fac. f          
       3.338355067157e+05       6.759520268488e-09       1.384894432047e+00       2.416595054539e+05       1.419107238090e+04       4.250904887700e-02       4.737498030191e+09       7.991639095188e-01       3.417546094664e+10       9.255461488027e+07       4.897803443294e+08       3.669988173570e-08       2.364152067039e+10       5.839931657624e+10       2.238000848922e-04       6.444468173533e-02 
       3.315148552337e+05       6.854326618535e-09       1.394564465687e+00       2.383197270451e+05       1.419106271087e+04       4.280658824256e-02       4.704562291270e+09       8.047412248913e-01       3.323504628639e+10       9.063783187928e+07       4.796371154969e+08       3.669988173570e-08       2.299097106511e+10       5.679629229887e+10       2.239007738930e-04       6.451812734115e-02 
       3.292103353934e+05       6.950461571175e-09       1.404301850902e+00       2.350261614279e+05       1.419105297349e+04       4.310621004750e-02       4.671855500040e+09       8.103573461610e-01       3.232050914160e+10       8.876074475256e+07       4.697039492204e+08       3.669988173570e-08       2.235832271997e+10       5.523729655554e+10       2.240016234710e-04       6.459221389947e-02 
       3.269218350583e+05       7.047943721843e-09       1.414107054432e+00       2.317781687547e+05       1.419104316828e+04       4.340792886417e-02       4.639376065009e+09       8.160125416877e-01       3.143113743950e+10       8.692253141622e+07       4.599764951979e+08       3.669988173570e-08       2.174308304517e+10       5.372111951129e+10       2.241026348078e-04       6.466694556536e-02 
       3.246492428713e+05       7.146791925748e-09       1.423980546218e+00       2.285751180399e+05       1.419103329479e+04       4.371175936688e-02       4.607122405749e+09       8.217070816642e-01       3.056623870141e+10       8.512238681131e+07       4.504504932197e+08       3.669988173570e-08       2.114477300551e+10       5.224658458696e+10       2.242038090936e-04       6.474232651979e-02 
       3.223924482496e+05       7.247025301493e-09       1.433922799424e+00       2.254163870370e+05       1.419102335254e+04       4.401771633259e-02       4.575092952816e+09       8.274412381282e-01       2.972513950357e+10       8.335952255127e+07       4.411217713034e+08       3.669988173570e-08       2.056292674739e+10       5.081254754482e+10       2.243051475272e-04       6.481836096985e-02 
       3.201513413789e+05       7.348663234742e-09       1.443934290457e+00       2.223013621176e+05       1.419101334105e+04       4.432581464163e-02       4.543286147676e+09       8.332152849753e-01       2.890718495281e+10       8.163316657660e+07       4.319862438659e+08       3.669988173570e-08       1.999709123607e+10       4.941789559932e+10       2.244066513162e-04       6.489505314882e-02 
       3.179258132083e+05       7.451725381943e-09       1.454015498995e+00       2.192294381519e+05       1.419100325984e+04       4.463606927843e-02       4.511700442629e+09       8.390294979703e-01       2.811173817664e+10       7.994256281681e+07       4.230399099347e+08       3.669988173570e-08       1.944682590299e+10       4.806154655238e+10       2.245083216773e-04       6.497240731636e-02 
       3.157157554450e+05       7.556231674098e-09       1.464166907999e+00       2.162000183912e+05       1.419099310843e+04       4.494849533223e-02       4.480334300736e+09       8.448841547606e-01       2.733817982740e+10       7.828697085922e+07       4.142788513953e+08       3.669988173570e-08       1.891170230269e+10       4.674244795234e+10       2.246101598359e-04       6.505042775860e-02 
       3.135210605490e+05       7.662202320583e-09       1.474389003744e+00       2.132125143516e+05       1.419098288633e+04       4.526310799784e-02       4.449186195738e+09       8.507795348880e-01       2.658590759997e+10       7.666566562475e+07       4.056992312755e+08       3.669988173570e-08       1.839130377926e+10       4.545957627613e+10       2.247121670263e-04       6.512911878831e-02 
       3.113416217277e+05       7.769657813032e-09       1.484682275837e+00       2.102663456997e+05       1.419097259306e+04       4.557992257634e-02       4.418254611989e+09       8.567159198020e-01       2.585433576290e+10       7.507793705034e+07       3.972972920651e+08       3.669988173570e-08       1.788522514187e+10       4.421193613389e+10       2.248143444921e-04       6.520848474504e-02 
       3.091773329309e+05       7.878618929261e-09       1.495047217240e+00       2.073609401394e+05       1.419096222812e+04       4.589895447586e-02       4.387538044375e+09       8.626935928717e-01       2.514289470229e+10       7.352308977801e+07       3.890693540697e+08       3.669988173570e-08       1.739307234936e+10       4.299855949549e+10       2.249166934859e-04       6.528852999523e-02 
       3.070280888458e+05       7.989106737255e-09       1.505484324292e+00       2.044957333010e+05       1.419095179101e+04       4.622021921232e-02       4.357034998249e+09       8.687128393990e-01       2.445103047828e+10       7.200044285027e+07       3.810118137998e+08       3.669988173570e-08       1.691446220337e+10       4.181850493829e+10       2.250192152695e-04       6.536925893237e-02 
       3.048937848914e+05       8.101142599211e-09       1.515994096731e+00       2.016701686309e+05       1.419094128124e+04       4.654373241017e-02       4.326743989350e+09       8.747739466313e-01       2.377820439379e+10       7.050932941194e+07       3.731211423924e+08       3.669988173570e-08       1.644902205001e+10       4.067085691561e+10       2.251219111138e-04       6.545067597716e-02 
       3.027743172138e+05       8.214748175628e-09       1.526577037723e+00       1.988836972838e+05       1.419093069830e+04       4.686950980313e-02       4.296663543737e+09       8.808772037747e-01       2.312389257507e+10       6.904909641809e+07       3.653938840654e+08       3.669988173570e-08       1.599638948973e+10       3.955472504528e+10       2.252247822992e-04       6.553278557758e-02 
       3.006695826810e+05       8.329945429468e-09       1.537233653873e+00       1.961357780157e+05       1.419092004168e+04       4.719756723503e-02       4.266792197713e+09       8.870229020064e-01       2.248758556378e+10       6.761910434802e+07       3.578266546045e+08       3.669988173570e-08       1.555621209509e+10       3.846924341782e+10       2.253278301155e-04       6.561559220913e-02 
       2.985794788780e+05       8.446756630359e-09       1.547964455260e+00       1.934258770785e+05       1.419090931088e+04       4.752792066048e-02       4.237128497757e+09       8.932113344883e-01       2.186878792036e+10       6.621872692519e+07       3.504161398805e+08       3.669988173570e-08       1.512814713641e+10       3.741356992358e+10       2.254310558618e-04       6.569910037487e-02 
       2.965039041015e+05       8.565204358868e-09       1.558769955453e+00       1.907534681164e+05       1.419089850538e+04       4.786058614572e-02       4.207671000453e+09       8.994427963798e-01       2.126701783825e+10       6.484735084295e+07       3.431590943984e+08       3.669988173570e-08       1.471186131492e+10       3.638688559842e+10       2.255344608469e-04       6.578331460563e-02 
       2.944427573555e+05       8.685311510829e-09       1.569650671538e+00       1.881180320633e+05       1.419088762467e+04       4.819557986938e-02       4.178418272415e+09       9.057175848514e-01       2.068180676878e+10       6.350437549593e+07       3.360523398758e+08       3.669988173570e-08       1.430703050321e+10       3.538839398736e+10       2.256380463890e-04       6.586823946013e-02 
       2.923959383456e+05       8.807101301728e-09       1.580607124137e+00       1.855190570420e+05       1.419087666821e+04       4.853291812324e-02       4.149368890225e+09       9.120359990976e-01       2.011269905630e+10       6.218921271700e+07       3.290927638509e+08       3.669988173570e-08       1.391333949290e+10       3.441732052576e+10       2.257418138161e-04       6.595387952511e-02 
       2.903633474750e+05       8.930597271155e-09       1.591639837439e+00       1.829560382646e+05       1.419086563550e+04       4.887261731304e-02       4.120521440358e+09       9.183983403505e-01       1.955925158347e+10       6.090128651969e+07       3.222773183196e+08       3.669988173570e-08       1.353048174917e+10       3.347291193748e+10       2.258457644658e-04       6.604023941548e-02 
       2.883448858392e+05       9.055823287312e-09       1.602749339218e+00       1.804284779341e+05       1.419085452600e+04       4.921469395930e-02       4.091874519113e+09       9.248049118935e-01       1.902103342620e+10       5.964003284594e+07       3.156030184004e+08       3.669988173570e-08       1.315815917216e+10       3.255443564961e+10       2.259498996858e-04       6.612732377447e-02 
       2.863404552208e+05       9.182803551590e-09       1.613936160853e+00       1.779358851477e+05       1.419084333918e+04       4.955916469807e-02       4.063426732551e+09       9.312560190743e-01       1.849762551814e+10       5.840489931904e+07       3.090669410272e+08       3.669988173570e-08       1.279608186480e+10       3.166117922329e+10       2.260542208332e-04       6.621513727377e-02 
       2.843499580857e+05       9.311562603198e-09       1.625200837369e+00       1.754777758014e+05       1.419083207450e+04       4.990604628180e-02       4.035176696418e+09       9.377519693191e-01       1.798862032440e+10       5.719534500175e+07       3.026662236695e+08       3.669988173570e-08       1.244396790712e+10       3.079244980019e+10       2.261587292756e-04       6.630368461365e-02 
       2.823732975775e+05       9.442125323871e-09       1.636543907438e+00       1.730536724956e+05       1.419082073143e+04       5.025535558008e-02       4.007123036085e+09       9.442930721462e-01       1.749362152422e+10       5.601084015937e+07       2.963980630779e+08       3.669988173570e-08       1.210154313677e+10       2.994757356422e+10       2.262634263901e-04       6.639297052312e-02 
       2.804103775129e+05       9.574516942629e-09       1.647965913424e+00       1.706631044426e+05       1.419080930942e+04       5.060710958052e-02       3.979264386479e+09       9.508796391795e-01       1.701224370240e+10       5.485086602776e+07       2.902597140574e+08       3.669988173570e-08       1.176854093550e+10       2.912589521798e+10       2.263683135642e-04       6.648299976009e-02 
       2.784611023777e+05       9.708763040613e-09       1.659467401394e+00       1.683056073745e+05       1.419079780794e+04       5.096132538957e-02       3.951599392015e+09       9.575119841628e-01       1.654411204924e+10       5.371491458612e+07       2.842484882644e+08       3.669988173570e-08       1.144470202160e+10       2.832677747369e+10       2.264733921956e-04       6.657377711149e-02 
       2.765253773212e+05       9.844889555982e-09       1.671048921147e+00       1.659807234532e+05       1.419078622642e+04       5.131802023331e-02       3.924126706531e+09       9.641904229736e-01       1.608886206865e+10       5.260248833455e+07       2.783617530299e+08       3.669988173570e-08       1.112977424804e+10       2.754960055806e+10       2.265786636919e-04       6.666530739339e-02 
       2.746031081523e+05       9.982922788878e-09       1.682711026247e+00       1.636880011815e+05       1.419077456431e+04       5.167721145832e-02       3.896844993223e+09       9.709152736371e-01       1.564613929441e+10       5.151310007610e+07       2.725969302058e+08       3.669988173570e-08       1.082351240611e+10       2.679376173080e+10       2.266841294715e-04       6.675759545122e-02 
       2.726942013345e+05       1.012288940646e-08       1.694454274029e+00       1.614269953149e+05       1.419076282106e+04       5.203891653252e-02       3.869752924580e+09       9.776868563407e-01       1.521559901415e+10       5.044627270344e+07       2.669514950366e+08       3.669988173570e-08       1.052567803451e+10       2.605867481639e+10       2.267897909628e-04       6.685064615983e-02 
       2.707985639816e+05       1.026481644802e-08       1.706279225647e+00       1.591972667751e+05       1.419075099611e+04       5.240315304598e-02       3.842849182318e+09       9.845054934479e-01       1.479690600094e+10       4.940153898994e+07       2.614229750531e+08       3.669988173570e-08       1.023603923368e+10       2.534376974866e+10       2.268956496048e-04       6.694446442369e-02 
       2.689161038530e+05       1.040873133013e-08       1.718186446082e+00       1.569983825648e+05       1.419073908889e+04       5.276993871185e-02       3.816132457318e+09       9.913715095125e-01       1.438973425232e+10       4.837844138497e+07       2.560089489897e+08       3.669988173570e-08       9.954370485265e+09       2.464849212796e+10       2.270017068470e-04       6.703905517699e-02 
       2.670467293494e+05       1.055466185192e-08       1.730176504170e+00       1.548299156831e+05       1.419072709883e+04       5.313929136714e-02       3.789601449560e+09       9.982852312938e-01       1.399376673643e+10       4.737653181357e+07       2.507070457243e+08       3.669988173570e-08       9.680452476483e+09       2.397230279045e+10       2.271079641497e-04       6.713442338384e-02 
       2.651903495082e+05       1.070263620038e-08       1.742249972642e+00       1.526914450430e+05       1.419071502536e+04       5.351122897364e-02       3.763254868063e+09       1.005246987770e+00       1.360869514519e+10       4.639537148022e+07       2.455149432393e+08       3.669988173570e-08       9.414071929399e+09       2.331467738931e+10       2.272144229838e-04       6.723057403835e-02 
       2.633468739991e+05       1.085268295577e-08       1.754407428130e+00       1.505825553886e+05       1.419070286791e+04       5.388576961877e-02       3.737091430817e+09       1.012257110154e+00       1.323421965424e+10       4.543453067661e+07       2.404303676053e+08       3.669988173570e-08       9.155021434847e+09       2.267510598737e+10       2.273210848307e-04       6.732751216483e-02 
       2.615162131197e+05       1.100483109705e-08       1.766649451207e+00       1.485028372154e+05       1.419069062589e+04       5.426293151645e-02       3.711109864725e+09       1.019315931907e+00       1.287004868951e+10       4.449358859352e+07       2.354510919847e+08       3.669988173570e-08       8.903099290948e+09       2.205309266103e+10       2.274279511831e-04       6.742524281792e-02 
       2.596982777911e+05       1.115911000747e-08       1.778976626405e+00       1.464518866898e+05       1.419067829871e+04       5.464273300800e-02       3.685308905541e+09       1.026423788755e+00       1.251589870015e+10       4.357213313647e+07       2.305749356567e+08       3.669988173570e-08       8.658109346059e+09       2.144815511500e+10       2.275350235443e-04       6.752377108269e-02 
       2.578929795538e+05       1.131554948016e-08       1.791389542248e+00       1.444293055708e+05       1.419066588579e+04       5.502519256303e-02       3.659687297806e+09       1.033581018699e+00       1.217149393781e+10       4.266976074528e+07       2.257997630622e+08       3.669988173570e-08       8.419860846047e+09       2.085982430766e+10       2.276423034287e-04       6.762310207487e-02 
       2.561002305631e+05       1.147417972384e-08       1.803888791273e+00       1.424347011327e+05       1.419065338655e+04       5.541032878033e-02       3.634243794788e+09       1.040787962038e+00       1.183656624192e+10       4.178607621729e+07       2.211234828685e+08       3.669988173570e-08       8.188168285768e+09       2.028764408677e+10       2.277497923620e-04       6.772324094091e-02 
       2.543199435848e+05       1.163503136857e-08       1.816474970061e+00       1.404676860887e+05       1.419064080037e+04       5.579816038877e-02       3.608977158422e+09       1.048044961377e+00       1.151085483089e+10       4.092069253433e+07       2.165440470536e+08       3.669988173570e-08       7.962851264629e+09       1.973117083510e+10       2.278574918808e-04       6.782419285818e-02 
       2.525520319913e+05       1.179813547167e-08       1.829148679259e+00       1.385278785150e+05       1.419062812666e+04       5.618870624822e-02       3.583886159249e+09       1.055352361644e+00       1.119410609905e+10       4.007323069316e+07       2.120594500088e+08       3.669988173570e-08       7.743734346126e+09       1.918997312588e+10       2.279654035330e-04       6.792596303510e-02 
       2.507964097572e+05       1.196352352357e-08       1.841910523610e+00       1.366149017775e+05       1.419061536481e+04       5.658198535045e-02       3.558969576356e+09       1.062710510108e+00       1.088607341923e+10       3.924331953956e+07       2.076677276608e+08       3.669988173570e-08       7.530646921250e+09       1.866363138768e+10       2.280735288780e-04       6.802855671127e-02 
       2.490529914549e+05       1.213122745390e-08       1.854761111983e+00       1.347283844576e+05       1.419060251422e+04       5.697801682008e-02       3.534226197317e+09       1.070119756389e+00       1.058651695070e+10       3.843059560570e+07       2.033669566114e+08       3.669988173570e-08       7.323423075646e+09       1.815173757857e+10       2.281818694865e-04       6.813197915766e-02 
       2.473216922507e+05       1.230127963756e-08       1.867701057394e+00       1.328679602806e+05       1.419058957428e+04       5.737681991547e-02       3.509654818136e+09       1.077580452481e+00       1.029520345244e+10       3.763470295104e+07       1.991552532949e+08       3.669988173570e-08       7.121901460430e+09       1.765389486912e+10       2.282904269406e-04       6.823623567670e-02 
       2.456024279008e+05       1.247371290092e-08       1.880730977038e+00       1.310332680439e+05       1.419057654436e+04       5.777841402967e-02       3.485254243184e+09       1.085092952758e+00       1.001190610153e+10       3.685529300638e+07       1.950307731535e+08       3.669988173570e-08       6.925925166565e+09       1.716971733425e+10       2.283992028342e-04       6.834133160247e-02 
       2.438951147468e+05       1.264856052808e-08       1.893851492316e+00       1.292239515472e+05       1.419056342384e+04       5.818281869139e-02       3.461023285143e+09       1.092657614000e+00       9.736404316546e+09       3.609202442122e+07       1.909917098292e+08       3.669988173570e-08       6.735341602686e+09       1.669882965348e+10       2.285081987727e-04       6.844727230080e-02 
       2.421996697118e+05       1.282585626722e-08       1.907063228860e+00       1.274396595232e+05       1.419055021211e+04       5.859005356589e-02       3.436960764951e+09       1.100274795400e+00       9.468483585818e+09       3.534456291430e+07       1.870362943731e+08       3.669988173570e-08       6.550002376292e+09       1.624086681940e+10       2.286174163734e-04       6.855406316947e-02 
       2.405160102965e+05       1.300563433709e-08       1.920366816570e+00       1.256800455689e+05       1.419053690852e+04       5.900013845601e-02       3.413065511740e+09       1.107944858583e+00       9.207935300403e+09       3.461258112714e+07       1.831627944702e+08       3.669988173570e-08       6.369763178205e+09       1.579547385421e+10       2.287268572653e-04       6.866170963833e-02 
       2.388440545752e+05       1.318792943348e-08       1.933762889625e+00       1.239447680785e+05       1.419052351245e+04       5.941309330305e-02       3.389336362781e+09       1.115668167625e+00       8.954556591660e+09       3.389575848073e+07       1.793695136809e+08       3.669988173570e-08       6.194483670211e+09       1.536230553403e+10       2.288365230894e-04       6.877021716944e-02 
       2.371837211914e+05       1.337277673592e-08       1.947252086531e+00       1.222334901769e+05       1.419051002325e+04       5.982893818779e-02       3.365772163429e+09       1.123445089063e+00       8.708150173297e+09       3.319378103508e+07       1.756547906983e+08       3.669988173570e-08       6.024027375791e+09       1.494102612082e+10       2.289464154988e-04       6.887959125722e-02 
       2.355349293544e+05       1.356021191434e-08       1.960835050135e+00       1.205458796541e+05       1.419049644029e+04       6.024769333146e-02       3.342371767064e+09       1.131275991916e+00       8.468524187757e+09       3.250634135178e+07       1.720169986203e+08       3.669988173570e-08       5.858261573857e+09       1.453130910159e+10       2.290565361585e-04       6.898983742860e-02 
       2.338975988350e+05       1.375027113589e-08       1.974512427663e+00       1.188816089008e+05       1.419048276291e+04       6.066937909669e-02       3.319134035037e+09       1.139161247700e+00       8.235492056842e+09       3.183313835930e+07       1.684545442372e+08       3.669988173570e-08       5.697057195414e+09       1.413283693485e+10       2.291668867459e-04       6.910096124318e-02 
       2.322716499617e+05       1.394299107188e-08       1.988284870744e+00       1.172403548445e+05       1.419046899047e+04       6.109401598855e-02       3.296057836615e+09       1.147101230441e+00       8.008872336435e+09       3.117387722119e+07       1.649658673339e+08       3.669988173570e-08       5.540288723069e+09       1.374530080406e+10       2.292774689505e-04       6.921296829333e-02 
       2.306570036168e+05       1.413840890474e-08       2.002153035437e+00       1.156217988864e+05       1.419045512230e+04       6.152162465549e-02       3.273142048924e+09       1.155096316698e+00       7.788488575229e+09       3.052826920691e+07       1.615494400067e+08       3.669988173570e-08       5.387834093295e+09       1.336840037774e+10       2.293882844743e-04       6.932586420440e-02 
       2.290535812327e+05       1.433656233512e-08       2.016117582269e+00       1.140256268402e+05       1.419044115775e+04       6.195222589039e-02       3.250385556896e+09       1.163146885572e+00       7.574169177339e+09       2.989603156541e+07       1.582037659941e+08       3.669988173570e-08       5.239574601398e+09       1.300184357630e+10       2.294993350318e-04       6.943965463481e-02 
       2.274613047877e+05       1.453748958911e-08       2.030179176254e+00       1.124515288700e+05       1.419042709616e+04       6.238584063152e-02       3.227787253214e+09       1.171253318728e+00       7.365747268693e+09       2.927688740129e+07       1.549273800215e+08       3.669988173570e-08       5.095394809087e+09       1.264534634520e+10       2.296106223498e-04       6.955434527624e-02 
       2.258800968026e+05       1.474122942551e-08       2.044338486932e+00       1.108991994309e+05       1.419041293685e+04       6.282248996360e-02       3.205346038258e+09       1.179416000409e+00       7.163060567108e+09       2.867056555351e+07       1.517188471594e+08       3.669988173570e-08       4.955182454596e+09       1.229863243442e+10       2.297221481679e-04       6.966994185374e-02 
       2.243098803370e+05       1.494782114323e-08       2.058596188393e+00       1.093683372091e+05       1.419039867915e+04       6.326219511881e-02       3.183060820052e+09       1.187635317454e+00       6.965951255928e+09       2.807680047668e+07       1.485767621952e+08       3.669988173570e-08       4.818828365273e+09       1.196143318387e+10       2.298339142386e-04       6.978645012590e-02 
       2.227505789849e+05       1.515730458879e-08       2.072952959305e+00       1.078586450632e+05       1.419038432238e+04       6.370497747780e-02       3.160930514212e+09       1.195911659316e+00       6.774265861150e+09       2.749533212470e+07       1.454997490175e+08       3.669988173570e-08       4.686226372576e+09       1.163348731487e+10       2.299459223269e-04       6.990387588498e-02 
       2.212021168718e+05       1.536972016391e-08       2.087409482952e+00       1.063698299669e+05       1.419036986585e+04       6.415085857076e-02       3.138954043890e+09       1.204245418075e+00       6.587855131928e+09       2.692590583695e+07       1.424864600135e+08       3.669988173570e-08       4.557273229414e+09       1.131454072719e+10       2.300581742109e-04       7.002222495707e-02 
       2.196644186504e+05       1.558510883323e-08       2.101966447259e+00       1.049016029516e+05       1.419035530889e+04       6.459986007844e-02       3.117130339726e+09       1.212636988457e+00       6.406573924360e+09       2.636827222669e+07       1.395355754790e+08       3.669988173570e-08       4.431868529751e+09       1.100434630182e+10       2.301706716818e-04       7.014150320222e-02 
       2.181374094974e+05       1.580351213211e-08       2.116624544822e+00       1.034536790502e+05       1.419034065079e+04       6.505200383320e-02       3.095458339790e+09       1.221086767856e+00       6.230281088483e+09       2.582218707187e+07       1.366458030403e+08       3.669988173570e-08       4.309914630433e+09       1.070266370903e+10       2.302834165438e-04       7.026171651461e-02 
       2.166210151093e+05       1.602497217454e-08       2.131384472941e+00       1.020257772419e+05       1.419032589086e+04       6.550731182011e-02       3.073936989536e+09       1.229595156343e+00       6.058839358367e+09       2.528741120818e+07       1.338158770879e+08       3.669988173570e-08       4.191316575160e+09       1.040925922182e+10       2.303964106142e-04       7.038287082266e-02 
       2.151151616993e+05       1.624953166118e-08       2.146246933651e+00       1.006176203974e+05       1.419031102840e+04       6.596580617795e-02       3.052565241750e+09       1.238162556688e+00       5.892115245240e+09       2.476371042429e+07       1.310445582229e+08       3.669988173570e-08       4.075982020554e+09       1.012390553444e+10       2.305096557238e-04       7.050497208921e-02 
       2.136197759936e+05       1.647723388750e-08       2.161212633755e+00       9.922893522497e+04       1.419029606270e+04       6.642750920035e-02       3.031342056494e+09       1.246789374379e+00       5.729978933553e+09       2.425085535928e+07       1.283306327136e+08       3.669988173570e-08       3.963821164256e+09       9.846381585881e+09       2.306231537166e-04       7.062802631163e-02 
       2.121347852276e+05       1.670812275202e-08       2.176282284845e+00       9.785945221731e+04       1.419028099305e+04       6.689244333682e-02       3.010266401062e+09       1.255476017635e+00       5.572304179901e+09       2.374862140221e+07       1.256729119641e+08       3.669988173570e-08       3.854746675005e+09       9.576472388272e+09       2.307369064503e-04       7.075203952202e-02 
       2.106601171426e+05       1.694224276467e-08       2.191456603350e+00       9.650890559924e+04       1.419026581873e+04       6.736063119388e-02       2.989337249925e+09       1.264222897427e+00       5.418968214731e+09       2.325678859372e+07       1.230702319940e+08       3.669988173570e-08       3.748673624645e+09       9.313968859963e+09       2.308509157960e-04       7.087701778729e-02 
       2.091956999821e+05       1.717963905529e-08       2.206736310553e+00       9.517703327590e+04       1.419025053903e+04       6.783209553612e-02       2.968553584683e+09       1.273030427497e+00       5.269851646751e+09       2.277514152971e+07       1.205214529281e+08       3.669988173570e-08       3.645519421993e+09       9.058667663201e+09       2.309651836387e-04       7.100296720933e-02 
       2.077414624885e+05       1.742035738221e-08       2.222122132629e+00       9.386357678179e+04       1.419023515320e+04       6.830685928734e-02       2.947914394017e+09       1.281899024370e+00       5.124838369969e+09       2.230346926701e+07       1.180254584979e+08       3.669988173570e-08       3.545203748538e+09       8.810371046272e+09       2.310797118770e-04       7.112989392517e-02 
       2.062973338994e+05       1.766444414096e-08       2.237614800684e+00       9.256828123054e+04       1.419021966054e+04       6.878494553163e-02       2.927418673635e+09       1.290829107380e+00       4.983815473295e+09       2.184156523100e+07       1.155811555520e+08       3.669988173570e-08       3.447648495898e+09       8.568886689976e+09       2.311945024235e-04       7.125780410711e-02 
       2.048632439445e+05       1.791194637312e-08       2.253215050770e+00       9.129089526528e+04       1.419020406029e+04       6.926637751451e-02       2.907065426229e+09       1.299821098680e+00       4.846673152623e+09       2.138922712510e+07       1.131874735779e+08       3.669988173570e-08       3.352777705010e+09       8.334027558336e+09       2.313095572048e-04       7.138670396287e-02 
       2.034391228419e+05       1.816291177526e-08       2.268923623935e+00       9.003117100979e+04       1.419018835171e+04       6.975117864406e-02       2.886853661422e+09       1.308875423268e+00       4.713304625336e+09       2.094625684224e+07       1.108433642328e+08       3.669988173570e-08       3.260517506983e+09       8.105611753394e+09       2.314248781614e-04       7.151659973572e-02 
       2.020249012946e+05       1.841738870804e-08       2.284741266247e+00       8.878886402029e+04       1.419017253407e+04       7.023937249203e-02       2.866782395722e+09       1.317992509000e+00       4.583606047168e+09       2.051246037804e+07       1.085478008849e+08       3.669988173570e-08       3.170796065582e+09       7.883462374013e+09       2.315404672483e-04       7.164749770462e-02 
       2.006205104876e+05       1.867542620537e-08       2.300668728825e+00       8.756373323787e+04       1.419015660661e+04       7.073098279502e-02       2.846850652473e+09       1.327172786608e+00       4.457476431345e+09       2.008764774588e+07       1.062997781631e+08       3.669988173570e-08       3.083543521299e+09       7.667407378553e+09       2.316563264346e-04       7.177940418440e-02 
       1.992258820840e+05       1.893707398381e-08       2.316706767879e+00       8.635554094166e+04       1.419014056857e+04       7.122603345560e-02       2.827057461809e+09       1.336416689725e+00       4.334817569957e+09       1.967163289367e+07       1.040983115174e+08       3.669988173570e-08       2.998691936958e+09       7.457279451327e+09       2.317724577038e-04       7.191232552586e-02 
       1.978409482221e+05       1.920238245196e-08       2.332856144740e+00       8.516405270252e+04       1.419012441919e+04       7.172454854349e-02       2.807401860606e+09       1.345724654895e+00       4.215533957492e+09       1.926423362238e+07       1.019424367874e+08       3.669988173570e-08       2.916175244816e+09       7.252915872718e+09       2.318888630541e-04       7.204626811593e-02 
       1.964656415118e+05       1.947140272011e-08       2.349117625889e+00       8.398903733753e+04       1.419010815771e+04       7.222655229672e-02       2.787882892434e+09       1.355097121598e+00       4.099532716473e+09       1.886527150625e+07       9.983120977979e+07       3.669988173570e-08       2.835929195125e+09       7.054158392885e+09       2.320055444981e-04       7.218123837780e-02 
       1.950998950316e+05       1.974418660991e-08       2.365491982997e+00       8.283026686494e+04       1.419009178335e+04       7.273206912279e-02       2.768499607512e+09       1.364534532268e+00       3.986723525144e+09       1.847457181465e+07       9.776370585542e+07       3.669988173570e-08       2.757891306104e+09       6.860853108918e+09       2.321225040632e-04       7.231724277108e-02 
       1.937436423250e+05       2.002078666425e-08       2.381979992959e+00       8.168751645992e+04       1.419007529534e+04       7.324112359989e-02       2.749251062662e+09       1.374037332307e+00       3.877018547142e+09       1.809196343552e+07       9.573901952384e+07       3.669988173570e-08       2.682000815288e+09       6.672850345390e+09       2.322397437916e-04       7.245428779195e-02 
       1.923968173978e+05       2.030125615727e-08       2.398582437923e+00       8.056056441077e+04       1.419005869290e+04       7.375374047805e-02       2.730136321260e+09       1.383605970113e+00       3.770332363109e+09       1.771727880048e+07       9.375626404696e+07       3.669988173570e-08       2.608198632225e+09       6.490004538182e+09       2.323572657406e-04       7.259237997325e-02 
       1.910593547141e+05       2.058564910443e-08       2.415300105327e+00       7.944919207583e+04       1.419004197523e+04       7.426994468040e-02       2.711154453195e+09       1.393240897089e+00       3.666581904182e+09       1.735035381142e+07       9.181457105068e+07       3.669988173570e-08       2.536427292458e+09       6.312174121501e+09       2.324750719823e-04       7.273152588467e-02 
       1.897311891939e+05       2.087402027285e-08       2.432133787937e+00       7.835318384093e+04       1.419002514155e+04       7.478976130428e-02       2.692304534822e+09       1.402942567672e+00       3.565686387311e+09       1.699102776862e+07       8.991309014453e+07       3.669988173570e-08       2.466630912787e+09       6.139221418011e+09       2.325931646041e-04       7.287173213286e-02 
       1.884122562094e+05       2.116642519167e-08       2.449084283875e+00       7.727232707752e+04       1.419000819105e+04       7.531321562258e-02       2.673585648915e+09       1.412711439344e+00       3.467567252367e+09       1.663914330039e+07       8.805098854931e+07       3.669988173570e-08       2.398755147759e+09       5.971012531975e+09       2.327115457087e-04       7.301300536159e-02 
       1.871024915822e+05       2.146292016261e-08       2.466152396655e+00       7.620641210124e+04       1.418999112294e+04       7.584033308487e-02       2.654996884623e+09       1.422547972659e+00       3.372148100968e+09       1.629454629414e+07       8.622745073229e+07       3.669988173570e-08       2.332747147350e+09       5.807417245344e+09       2.328302174140e-04       7.315535225188e-02 
