# Matter power spectrum P(k) at redshift z=0
# for k=9.0192e-06 to 20.5861 h/Mpc,
# number of wavenumbers equal to 855
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       7.608708342784e-03       3.043139316752e+04 
       7.718251106291e-03       3.061307595791e+04 
       7.827855534349e-03       3.078988586396e+04 
       7.937519725913e-03       3.096191971447e+04 
       8.047241892697e-03       3.112926107028e+04 
       8.157020352409e-03       3.129196265807e+04 
       8.266853522487e-03       3.145005112788e+04 
       8.376739914299e-03       3.160355878210e+04 
       8.486678127766e-03       3.175252410247e+04 
       8.596666846377e-03       3.189701396044e+04 
       8.706704832558e-03       3.203709044519e+04 
       8.816790923377e-03       3.217283145841e+04 
       8.926924026550e-03       3.230433006685e+04 
       9.037103116728e-03       3.243163263848e+04 
       9.147327232045e-03       3.255479549045e+04 
       9.257595470906e-03       3.267384863583e+04 
       9.367906988995e-03       3.278881880450e+04 
       9.478260996488e-03       3.289974747818e+04 
       9.588656755457e-03       3.300668272932e+04 
       9.699093577455e-03       3.310971736780e+04 
       9.809570821253e-03       3.320890029831e+04 
       9.920087890742e-03       3.330430587086e+04 
       1.003064423297e-02       3.339599183279e+04 
       1.014123933630e-02       3.348399081734e+04 
       1.025187272874e-02       3.356833157990e+04 
       1.036254397627e-02       3.364905082043e+04 
       1.047325268145e-02       3.372618254191e+04 
       1.058399848198e-02       3.379978900819e+04 
       1.069478104937e-02       3.386993377197e+04 
       1.080560008783e-02       3.393667357686e+04 
       1.091645533304e-02       3.400007295392e+04 
       1.102734655117e-02       3.406017400998e+04 
       1.113827353786e-02       3.411700726972e+04 
       1.124923611732e-02       3.417060665047e+04 
       1.136023414150e-02       3.422098610958e+04 
       1.147126748927e-02       3.426818556928e+04 
       1.158233606570e-02       3.431229270064e+04 
       1.169343980138e-02       3.435332682593e+04 
       1.180457865178e-02       3.439137257016e+04 
       1.191575259669e-02       3.442645384091e+04 
       1.202696163964e-02       3.445862194034e+04 
       1.213820580743e-02       3.448790622397e+04 
       1.224948514968e-02       3.451432497106e+04 
       1.236079973837e-02       3.453792456331e+04 
       1.237685953032e-02       3.454108316812e+04 
       1.247214966748e-02       3.455871773082e+04 
       1.258353505266e-02       3.457678610634e+04 
       1.269495603087e-02       3.459215545100e+04 
       1.280641276012e-02       3.460489770067e+04 
       1.291790541920e-02       3.461503677048e+04 
       1.302943420746e-02       3.462262019309e+04 
       1.314099934461e-02       3.462765859605e+04 
       1.325260107051e-02       3.463018614271e+04 
       1.336423964509e-02       3.463022690969e+04 
       1.347591534813e-02       3.462782392686e+04 
       1.358762847924e-02       3.462303331009e+04 
       1.369937935772e-02       3.461587862960e+04 
       1.381116832253e-02       3.460643120973e+04 
       1.392299573225e-02       3.459470823942e+04 
       1.403486196504e-02       3.458074636013e+04 
       1.414676741865e-02       3.456455383403e+04 
       1.425871251047e-02       3.454619005636e+04 
       1.437069767751e-02       3.452564599696e+04 
       1.448272337650e-02       3.450296986100e+04 
       1.459479008397e-02       3.447822469349e+04 
       1.470689829629e-02       3.445142089691e+04 
       1.481904852984e-02       3.442264514550e+04 
       1.493124132110e-02       3.439187352336e+04 
       1.504347722680e-02       3.435917751291e+04 
       1.515575682410e-02       3.432452874070e+04 
       1.526808071071e-02       3.428798710165e+04 
       1.538044950514e-02       3.424957302094e+04 
       1.549286384690e-02       3.420933752218e+04 
       1.560532439667e-02       3.416728951416e+04 
       1.571783183662e-02       3.412350362795e+04 
       1.583038687058e-02       3.407799821632e+04 
       1.594299022439e-02       3.403078611081e+04 
       1.605564264613e-02       3.398190307395e+04 
       1.616834490645e-02       3.393135196558e+04 
       1.628109779887e-02       3.387917276766e+04 
       1.639390214014e-02       3.382539584269e+04 
       1.650675877056e-02       3.377005377332e+04 
       1.661966855437e-02       3.371317156238e+04 
       1.673263238013e-02       3.365482383164e+04 
       1.684565116109e-02       3.359497654127e+04 
       1.695872583566e-02       3.353373494554e+04 
       1.707185736779e-02       3.347100034099e+04 
       1.718504674747e-02       3.340687463555e+04 
       1.729829499114e-02       3.334138991223e+04 
       1.741160314223e-02       3.327453296912e+04 
       1.752497227163e-02       3.320635686280e+04 
       1.763840347825e-02       3.313693169705e+04 
       1.775189788949e-02       3.306620986278e+04 
       1.786545666187e-02       3.299427110465e+04 
       1.797908098160e-02       3.292111410064e+04 
       1.809277206515e-02       3.284677223768e+04 
       1.820653115987e-02       3.277124881904e+04 
       1.832035954466e-02       3.269453314128e+04 
       1.843425853064e-02       3.261674747556e+04 
       1.854822946178e-02       3.253784058759e+04 
       1.866227371567e-02       3.245788783369e+04 
       1.877639270420e-02       3.237685753584e+04 
       1.889058787436e-02       3.229488798949e+04 
       1.900486070897e-02       3.221182105017e+04 
       1.911921272753e-02       3.212779323153e+04 
       1.923364548703e-02       3.204284419497e+04 
       1.934816058281e-02       3.195688708458e+04 
       1.946275964942e-02       3.187009804776e+04 
       1.957744436158e-02       3.178236908170e+04 
       1.969221643508e-02       3.169375652476e+04 
       1.980707762778e-02       3.160430453626e+04 
       1.992202974060e-02       3.151407900931e+04 
       2.003707461854e-02       3.142300313061e+04 
       2.015221415178e-02       3.133117111047e+04 
       2.026745027677e-02       3.123851217269e+04 
       2.038278497735e-02       3.114514156424e+04 
       2.049822028594e-02       3.105104790983e+04 
       2.061375828477e-02       3.095621820374e+04 
       2.072940110709e-02       3.086072084744e+04 
       2.084515093849e-02       3.076458973757e+04 
       2.096101001822e-02       3.066775566542e+04 
       2.107698064060e-02       3.057031144041e+04 
       2.119306515638e-02       3.047223329241e+04 
       2.130926597426e-02       3.037351328837e+04 
       2.142558556241e-02       3.027431927764e+04 
       2.154202644997e-02       3.017454295988e+04 
       2.165859122876e-02       3.007419051891e+04 
       2.177528255490e-02       2.997334604092e+04 
       2.189210315054e-02       2.987198297408e+04 
       2.200905580565e-02       2.977016499802e+04 
       2.212614337989e-02       2.966776713376e+04 
       2.224336880449e-02       2.956497937131e+04 
       2.236073508425e-02       2.946172167729e+04 
       2.247824529957e-02       2.935806996774e+04 
       2.259590260856e-02       2.925400519605e+04 
       2.271371024925e-02       2.914959807988e+04 
       2.283167154183e-02       2.904473913603e+04 
       2.294978989100e-02       2.893951818823e+04 
       2.306806878841e-02       2.883396272202e+04 
       2.318651181515e-02       2.872814339585e+04 
       2.330512264439e-02       2.862189917546e+04 
       2.342390504404e-02       2.851535701854e+04 
       2.354286287957e-02       2.840856817182e+04 
       2.366200011688e-02       2.830141999121e+04 
       2.378132082533e-02       2.819416146176e+04 
       2.390082918088e-02       2.808652894590e+04 
       2.402052946923e-02       2.797866700108e+04 
       2.414042608930e-02       2.787064081640e+04 
       2.426052355659e-02       2.776233999324e+04 
       2.438082650687e-02       2.765394895727e+04 
       2.450133969992e-02       2.754522901562e+04 
       2.462206802339e-02       2.743638310432e+04 
       2.474301649691e-02       2.732741412670e+04 
       2.486419027623e-02       2.721826136556e+04 
       2.498559465764e-02       2.710899634645e+04 
       2.510723508253e-02       2.699952450726e+04 
       2.522911714207e-02       2.688999946671e+04 
       2.535124658217e-02       2.678033901698e+04 
       2.547362930863e-02       2.667056546291e+04 
       2.559627139240e-02       2.656077897373e+04 
       2.571917907523e-02       2.645089037208e+04 
       2.584235877539e-02       2.634085618800e+04 
       2.596581709374e-02       2.623080381267e+04 
       2.608956082001e-02       2.612068732627e+04 
       2.621359693938e-02       2.601058745022e+04 
       2.633793263930e-02       2.590042158801e+04 
       2.646257531666e-02       2.579025408950e+04 
       2.658753258525e-02       2.568003406427e+04 
       2.671281228353e-02       2.556988225776e+04 
       2.683842248280e-02       2.545962246076e+04 
       2.696437149571e-02       2.534955407066e+04 
       2.709066788513e-02       2.523929344371e+04 
       2.721732047350e-02       2.512919761454e+04 
       2.734433835256e-02       2.501904540803e+04 
       2.747173089352e-02       2.490899307497e+04 
       2.759950775781e-02       2.479897087916e+04 
       2.772767890822e-02       2.468900123362e+04 
       2.785625462066e-02       2.457906083134e+04 
       2.798524549648e-02       2.446931369521e+04 
       2.811466247535e-02       2.435950304719e+04 
       2.824451684888e-02       2.424992621012e+04 
       2.837482027479e-02       2.414024469292e+04 
       2.850558479194e-02       2.403073437066e+04 
       2.863682283602e-02       2.392134887544e+04 
       2.876854725609e-02       2.381199622390e+04 
       2.890077133202e-02       2.370280225409e+04 
       2.903350879283e-02       2.359370123988e+04 
       2.916677383594e-02       2.348472961986e+04 
       2.930058114758e-02       2.337583700734e+04 
       2.943494592425e-02       2.326704811992e+04 
       2.956988389536e-02       2.315850557991e+04 
       2.970541134711e-02       2.304993009038e+04 
       2.984154514783e-02       2.294156750002e+04 
       2.997830277459e-02       2.283338112704e+04 
       3.011570234153e-02       2.272529339839e+04 
       3.025376262967e-02       2.261727753799e+04 
       3.039250311863e-02       2.250949796941e+04 
       3.053194402011e-02       2.240183034030e+04 
       3.067210631353e-02       2.229433577118e+04 
       3.081301178370e-02       2.218693982184e+04 
       3.095468306095e-02       2.207968935872e+04 
       3.109714366369e-02       2.197261527931e+04 
       3.124041804370e-02       2.186568688960e+04 
       3.138453163433e-02       2.175891792319e+04 
       3.152951090180e-02       2.165231349260e+04 
       3.167538339992e-02       2.154580861394e+04 
       3.182217782843e-02       2.143950572481e+04 
       3.196992409528e-02       2.133332613674e+04 
       3.211865338317e-02       2.122726942622e+04 
       3.226839822072e-02       2.112136073474e+04 
       3.241919255863e-02       2.101568419595e+04 
       3.257107185125e-02       2.091008010987e+04 
       3.272407314408e-02       2.080463295172e+04 
       3.287823516760e-02       2.069925446232e+04 
       3.303359843821e-02       2.059416055654e+04 
       3.319020536659e-02       2.048908517610e+04 
       3.334810037451e-02       2.038413291639e+04 
       3.350733002060e-02       2.027940427467e+04 
       3.366794313606e-02       2.017479028757e+04 
       3.382999097124e-02       2.007027934317e+04 
       3.399352735407e-02       1.996575558232e+04 
       3.415860886157e-02       1.986146648512e+04 
       3.432529500575e-02       1.975729179801e+04 
       3.449364843534e-02       1.965312976851e+04 
       3.466373515488e-02       1.954909615837e+04 
       3.483562476319e-02       1.944523432234e+04 
       3.500939071309e-02       1.934137528245e+04 
       3.518511059478e-02       1.923753172505e+04 
       3.536286644542e-02       1.913387010192e+04 
       3.554274508785e-02       1.903007665403e+04 
       3.572483850181e-02       1.892648227427e+04 
       3.590924423139e-02       1.882278814556e+04 
       3.609606583291e-02       1.871933281994e+04 
       3.628541336829e-02       1.861570196677e+04 
       3.647740394922e-02       1.851211510235e+04 
       3.667216233868e-02       1.840852047358e+04 
       3.686982161695e-02       1.830483931044e+04 
       3.707052392060e-02       1.820115058938e+04 
       3.727442126399e-02       1.809741085412e+04 
       3.748167645451e-02       1.799354501064e+04 
       3.769246411437e-02       1.788961105593e+04 
       3.790697182412e-02       1.778554287763e+04 
       3.812540140511e-02       1.768138292753e+04 
       3.834797036152e-02       1.757694496005e+04 
       3.857491350587e-02       1.747237052516e+04 
       3.880648479604e-02       1.736764758938e+04 
       3.904295941716e-02       1.726254796747e+04 
       3.928463614761e-02       1.715729765189e+04 
       3.953184005601e-02       1.705167512608e+04 
       3.978492558473e-02       1.694571720811e+04 
       4.004428008681e-02       1.683937211352e+04 
       4.031032789653e-02       1.673265268534e+04 
       4.058353503013e-02       1.662542218738e+04 
       4.086441463424e-02       1.651768208253e+04 
       4.115353332438e-02       1.640936411643e+04 
       4.145151858783e-02       1.630040480213e+04 
       4.175906746475e-02       1.619075256319e+04 
       4.207695677096e-02       1.608031579930e+04 
       4.240605518850e-02       1.596901422839e+04 
       4.274733762948e-02       1.585678405002e+04 
       4.310190237925e-02       1.574345618430e+04 
       4.347099165291e-02       1.562898273122e+04 
       4.385601636264e-02       1.551318803728e+04 
       4.425858610119e-02       1.539591972139e+04 
       4.468054561138e-02       1.527699911277e+04 
       4.512401934694e-02       1.515626013211e+04 
       4.559146614893e-02       1.503327914734e+04 
       4.608574657885e-02       1.490792508434e+04 
       4.661020606377e-02       1.477977485336e+04 
       4.716877769811e-02       1.464836204101e+04 
       4.776610922610e-02       1.451318911740e+04 
       4.840771919058e-02       1.437335480106e+04 
       4.910018701512e-02       1.422817965743e+04 
       4.985137993589e-02       1.407634414347e+04 
       5.067071435485e-02       1.391639073333e+04 
       5.156943690501e-02       1.374623034213e+04 
       5.256088540513e-02       1.356314379677e+04 
       5.366064311757e-02       1.336344695921e+04 
       5.488642175221e-02       1.314224154782e+04 
       5.625739996288e-02       1.289313941077e+04 
       5.779264500647e-02       1.260804142158e+04 
       5.950828769357e-02       1.227769164533e+04 
       6.141354668059e-02       1.189272594603e+04 
       6.350666354964e-02       1.144624544524e+04 
       6.577284684945e-02       1.093703606140e+04 
       6.818611558054e-02       1.037230425107e+04 
       7.071474474981e-02       9.768125927113e+03 
       7.332758867586e-02       9.147081205552e+03 
       7.599844555476e-02       8.534203030046e+03 
       7.870758000952e-02       7.952780898105e+03 
       8.144122540484e-02       7.421389806879e+03 
       8.419025906165e-02       6.952316718345e+03 
       8.694883333246e-02       6.551248626576e+03 
       8.971327782502e-02       6.217982699378e+03 
       9.248131861340e-02       5.947300740125e+03 
       9.525155811558e-02       5.730363150889e+03 
       9.802314144845e-02       5.555828758225e+03 
       1.007955471193e-01       5.411088132682e+03 
       1.035684574543e-01       5.283360038408e+03 
       1.063416790271e-01       5.160806854559e+03 
       1.091150940264e-01       5.033486790473e+03 
       1.118886306189e-01       4.894176437949e+03 
       1.146622449200e-01       4.738831229265e+03 
       1.174359100348e-01       4.566679473405e+03 
       1.202096094020e-01       4.379890039889e+03 
       1.229833327508e-01       4.182938849870e+03 
       1.237685953032e-01       4.126135708815e+03 
       1.257570736458e-01       3.981739162286e+03 
       1.285308279955e-01       3.782706061699e+03 
       1.313045931452e-01       3.591963710334e+03 
       1.340783673256e-01       3.414662811789e+03 
       1.368521493173e-01       3.254551184309e+03 
       1.396259382452e-01       3.113852438551e+03 
       1.423997334538e-01       2.993133998611e+03 
       1.451735344296e-01       2.891533566018e+03 
       1.479473407541e-01       2.806967745185e+03 
       1.507211520737e-01       2.736463064885e+03 
       1.534949680814e-01       2.676478752130e+03 
       1.562687885048e-01       2.623258912775e+03 
       1.590426130985e-01       2.573835735511e+03 
       1.618164416385e-01       2.524248740728e+03 
       1.645902739190e-01       2.471714687710e+03 
       1.673641097497e-01       2.414526496445e+03 
       1.701379489539e-01       2.351940753723e+03 
       1.729117913669e-01       2.284133272905e+03 
       1.756856368349e-01       2.212055572748e+03 
       1.784594852140e-01       2.137221621545e+03 
       1.812333363692e-01       2.061458198987e+03 
       1.840071901739e-01       1.986671348933e+03 
       1.867810465092e-01       1.914646498601e+03 
       1.895549052630e-01       1.846861680516e+03 
       1.923287663300e-01       1.784408925252e+03 
       1.951026296108e-01       1.727935710445e+03 
       1.978764950116e-01       1.677637617815e+03 
       2.006503624439e-01       1.633292651639e+03 
       2.034242318240e-01       1.594333657713e+03 
       2.061981030728e-01       1.559913544766e+03 
       2.089719761154e-01       1.529000538762e+03 
       2.117458508809e-01       1.500492573678e+03 
       2.145197273019e-01       1.473275079778e+03 
       2.172936053147e-01       1.446373531334e+03 
       2.200674848587e-01       1.418978350730e+03 
       2.228413658763e-01       1.390522053310e+03 
       2.256152483129e-01       1.360701745522e+03 
       2.283891321166e-01       1.329489861869e+03 
       2.311630172376e-01       1.297089821716e+03 
       2.339369036290e-01       1.263903436783e+03 
       2.367107912458e-01       1.230449719419e+03 
       2.394846800452e-01       1.197305351954e+03 
       2.422585699863e-01       1.165034502243e+03 
       2.450324610302e-01       1.134124978188e+03 
       2.478063531395e-01       1.104959035526e+03 
       2.505802462788e-01       1.077781208218e+03 
       2.533541404140e-01       1.052684969068e+03 
       2.561280355126e-01       1.029634490923e+03 
       2.589019315434e-01       1.008471801062e+03 
       2.616758284767e-01       9.889472319847e+02 
       2.644497262838e-01       9.707474176319e+02 
       2.672236249375e-01       9.535338022619e+02 
       2.699975244116e-01       9.369702979159e+02 
       2.727714246807e-01       9.207473463319e+02 
       2.755453257210e-01       9.046114661335e+02 
       2.783192275091e-01       8.883765351892e+02 
       2.810931300228e-01       8.719311434814e+02 
       2.838670332407e-01       8.552431163714e+02 
       2.866409371424e-01       8.383455240005e+02 
       2.894148417080e-01       8.213217277599e+02 
       2.921887469185e-01       8.043086371073e+02 
       2.949626527558e-01       7.874652929683e+02 
       2.977365592020e-01       7.709511956318e+02 
       3.005104662404e-01       7.549181940264e+02 
       3.032843738547e-01       7.394906962683e+02 
       3.060582820290e-01       7.247540633121e+02 
       3.088321907482e-01       7.107538306104e+02 
       3.116060999977e-01       6.974943945334e+02 
       3.143800097634e-01       6.849387341018e+02 
       3.171539200317e-01       6.730222429172e+02 
       3.199278307895e-01       6.616570122509e+02 
       3.227017420241e-01       6.507432518295e+02 
       3.254756537233e-01       6.401778151141e+02 
       3.282495658751e-01       6.298637729988e+02 
       3.310234784683e-01       6.197176999430e+02 
       3.337973914917e-01       6.096762860860e+02 
       3.365713049347e-01       5.996988687626e+02 
       3.393452187869e-01       5.897636188288e+02 
       3.421191330384e-01       5.798703118818e+02 
       3.448930476794e-01       5.700367956751e+02 
       3.476669627007e-01       5.602921478794e+02 
       3.504408780931e-01       5.506708734296e+02 
       3.532147938479e-01       5.412129918772e+02 
       3.559887099565e-01       5.319537544619e+02 
       3.587626264107e-01       5.229284137198e+02 
       3.615365432026e-01       5.141588134038e+02 
       3.643104603244e-01       5.056645822635e+02 
       3.670843777686e-01       4.974510248639e+02 
       3.698582955279e-01       4.895199072180e+02 
       3.726322135952e-01       4.818593955540e+02 
       3.754061319637e-01       4.744512171120e+02 
       3.781800506268e-01       4.672743889106e+02 
       3.809539695779e-01       4.603018438862e+02 
       3.837278888109e-01       4.535041190274e+02 
       3.865018083196e-01       4.468590752921e+02 
       3.892757280981e-01       4.403371232200e+02 
       3.920496481406e-01       4.339184082718e+02 
       3.948235684417e-01       4.275863329554e+02 
       3.975974889957e-01       4.213319499361e+02 
       4.003714097976e-01       4.151491218417e+02 
       4.031453308421e-01       4.090407592176e+02 
       4.059192521242e-01       4.030119459459e+02 
       4.086931736391e-01       3.970715604988e+02 
       4.114670953821e-01       3.912295212939e+02 
       4.142410173486e-01       3.855020134399e+02 
       4.170149395340e-01       3.798944066325e+02 
       4.197888619341e-01       3.744186771805e+02 
       4.225627845446e-01       3.690781185385e+02 
       4.253367073614e-01       3.638747044096e+02 
       4.281106303804e-01       3.588057705286e+02 
       4.308845535978e-01       3.538683370556e+02 
       4.336584770096e-01       3.490514150465e+02 
       4.364324006123e-01       3.443473664223e+02 
       4.392063244021e-01       3.397426771824e+02 
       4.419802483755e-01       3.352298139191e+02 
       4.447541725291e-01       3.307970724055e+02 
       4.475280968596e-01       3.264372662918e+02 
       4.503020213636e-01       3.221442282333e+02 
       4.530759460379e-01       3.179139690578e+02 
       4.558498708795e-01       3.137455352191e+02 
       4.586237958852e-01       3.096376447748e+02 
       4.613977210522e-01       3.055914000158e+02 
       4.641716463774e-01       3.016092305275e+02 
       4.669455718582e-01       2.976918209162e+02 
       4.697194974917e-01       2.938431568303e+02 
       4.724934232752e-01       2.900627819859e+02 
       4.752673492061e-01       2.863539980267e+02 
       4.780412752818e-01       2.827164371778e+02 
       4.808152014998e-01       2.791507433240e+02 
       4.835891278577e-01       2.756538152401e+02 
       4.863630543530e-01       2.722263635831e+02 
       4.891369809834e-01       2.688654341099e+02 
       4.919109077466e-01       2.655679993489e+02 
       4.946848346404e-01       2.623320022984e+02 
       4.974587616626e-01       2.591544253893e+02 
       5.002326888110e-01       2.560325011353e+02 
       5.030066160836e-01       2.529621157405e+02 
       5.057805434782e-01       2.499431145171e+02 
       5.085544709930e-01       2.469694793203e+02 
       5.113283986259e-01       2.440428850333e+02 
       5.141023263750e-01       2.411585251681e+02 
       5.168762542384e-01       2.383190464881e+02 
       5.196501822143e-01       2.355208023862e+02 
       5.224241103010e-01       2.327663959244e+02 
       5.251980384966e-01       2.300534082797e+02 
       5.279719667994e-01       2.273833561711e+02 
       5.307458952078e-01       2.247563496076e+02 
       5.335198237200e-01       2.221731269875e+02 
       5.362937523346e-01       2.196313540621e+02 
       5.390676810498e-01       2.171338122961e+02 
       5.418416098641e-01       2.146768115778e+02 
       5.446155387761e-01       2.122622976431e+02 
       5.473894677842e-01       2.098880605762e+02 
       5.501633968870e-01       2.075511684132e+02 
       5.529373260831e-01       2.052528775752e+02 
       5.557112553709e-01       2.029904598992e+02 
       5.584851847493e-01       2.007632981529e+02 
       5.612591142168e-01       1.985705544405e+02 
       5.640330437721e-01       1.964092600940e+02 
       5.668069734139e-01       1.942806873807e+02 
       5.695809031410e-01       1.921836503170e+02 
       5.723548329521e-01       1.901166561183e+02 
       5.751287628460e-01       1.880800061034e+02 
       5.779026928215e-01       1.860717063208e+02 
       5.806766228774e-01       1.840936545314e+02 
       5.834505530126e-01       1.821442991168e+02 
       5.862244832259e-01       1.802227895660e+02 
       5.889984135163e-01       1.783290366291e+02 
       5.917723438826e-01       1.764635994962e+02 
       5.945462743238e-01       1.746267059974e+02 
       5.973202048389e-01       1.728158368852e+02 
       6.000941354268e-01       1.710319928212e+02 
       6.028680660864e-01       1.692747186730e+02 
       6.056419968169e-01       1.675429374876e+02 
       6.084159276173e-01       1.658369196907e+02 
       6.111898584866e-01       1.641552840586e+02 
       6.139637894238e-01       1.624976941872e+02 
       6.167377204280e-01       1.608631934826e+02 
       6.195116514984e-01       1.592516753821e+02 
       6.222855826341e-01       1.576631309894e+02 
       6.250595138341e-01       1.560952687941e+02 
       6.278334450976e-01       1.545495037306e+02 
       6.306073764239e-01       1.530251357407e+02 
       6.333813078120e-01       1.515205498865e+02 
       6.361552392611e-01       1.500375422427e+02 
       6.389291707705e-01       1.485733982399e+02 
       6.417031023394e-01       1.471305957849e+02 
       6.444770339670e-01       1.457064083910e+02 
       6.472509656525e-01       1.443010070103e+02 
       6.500248973952e-01       1.429148316839e+02 
       6.527988291944e-01       1.415470757640e+02 
       6.555727610494e-01       1.401984594609e+02 
       6.583466929594e-01       1.388672244015e+02 
       6.611206249237e-01       1.375542483081e+02 
       6.638945569417e-01       1.362584994598e+02 
       6.666684890127e-01       1.349789338635e+02 
       6.694424211360e-01       1.337174067022e+02 
       6.722163533111e-01       1.324720508578e+02 
       6.749902855372e-01       1.312428769754e+02 
       6.777642178137e-01       1.300293087841e+02 
       6.805381501400e-01       1.288309380025e+02 
       6.833120825155e-01       1.276486827195e+02 
       6.860860149395e-01       1.264813503971e+02 
       6.888599474117e-01       1.253288395115e+02 
       6.916338799312e-01       1.241908086002e+02 
       6.944078124976e-01       1.230673477346e+02 
       6.971817451103e-01       1.219577031954e+02 
       6.999556777687e-01       1.208616648011e+02 
       7.027296104724e-01       1.197794375263e+02 
